,sptr,accession,organism,Gene Name,length,PE Score
31193,tr,F1RPY6,Sus scrofa ,RCOR2 ,504,4
31194,tr,A0A5G2QWH7,Sus scrofa ,GZMB ,250,1
31195,tr,A0A286ZWV8,Sus scrofa ,OSBPL5 ,881,3
31196,tr,A0A286ZWL8,Sus scrofa ,RASGRF2 ,1270,4
31197,tr,A0A287BH30,Sus scrofa ,TMTC3 ,918,1
31198,tr,A0A5G2QPV1,Sus scrofa ,ZNF385B ,395,4
31199,tr,A0A287B5K1,Sus scrofa ,PTBP1 ,570,1
31200,tr,I3L6W5,Sus scrofa ,FASLG ,282,3
31201,tr,F1SS49,Sus scrofa ,ARHGAP44 ,806,4
31202,tr,A0A287ALQ9,Sus scrofa ,PHLDB3 ,638,4
31203,tr,I3LAY3,Sus scrofa ,CDC25A ,484,3
31204,tr,I3LL24,Sus scrofa ,SLC35C2 ,350,4
31205,tr,I3LND4,Sus scrofa ,FNDC8 ,320,4
31206,tr,A0A287BSE5,Sus scrofa ,LOC100738899 ,314,3
31207,tr,I3LG95,Sus scrofa ,DHX29 ,1288,1
31208,tr,A0A5G2QJS5,Sus scrofa ,ANP32A ,259,1
31209,tr,F1SDI3,Sus scrofa ,MBD3 ,291,1
31210,tr,A0A5G2QQQ1,Sus scrofa ,ZCCHC17 ,220,4
31211,tr,A0A287B2E3,Sus scrofa ,ATP8B1 ,1195,1
31212,tr,F6Q1M2,Sus scrofa ,ASNS ,545,1
31213,tr,A0A5G2R549,Sus scrofa ,NEK1 ,1167,1
31214,tr,A0A287ATG9,Sus scrofa ,MYBL2 ,671,4
31215,tr,F1S3N9,Sus scrofa ,EDEM3 ,860,3
31216,tr,A0A287ALA0,Sus scrofa ,BASP1 ,228,1
31217,tr,A0A287B326,Sus scrofa ,STAU2 ,475,1
31218,tr,F1SAX3,Sus scrofa ,ATP1A1 ,1028,1
31219,tr,A0A287B6E5,Sus scrofa ,SETD4 ,408,4
31220,tr,A0A5G2RC81,Sus scrofa ,ABCG8 ,670,3
31221,tr,A0A5G2RL81,Sus scrofa ,RALGPS2 ,528,4
31222,tr,A0A287A7X9,Sus scrofa ,CNTRL ,2299,4
31223,tr,F1RN44,Sus scrofa ,LAMP1 ,413,1
31224,tr,A0A287AYH2,Sus scrofa ,GMPR ,485,1
31225,tr,F1RYX6,Sus scrofa ,SLC26A8 ,1188,4
31226,tr,A0A286ZUT8,Sus scrofa ,APOLD1 ,266,3
31227,tr,F1RS93,Sus scrofa ,PRSS48 ,322,4
31228,tr,F1SAC9,Sus scrofa ,LOC100525417 ,362,3
31229,tr,F1SG22,Sus scrofa ,GPR143 ,405,4
31230,tr,A0A286ZX16,Sus scrofa ,GPR37L1 ,459,1
31231,tr,F1RMU0,Sus scrofa ,PCDHGA6 ,800,4
31232,tr,A0A5G2QCY6,Sus scrofa ,PDE1C ,708,1
31233,tr,A0A5G2QAJ3,Sus scrofa ,MAN2C1 ,983,1
31234,tr,K7GS02,Sus scrofa ,FAM122C ,154,3
31235,tr,A0A287BDD4,Sus scrofa ,ANKRD55 ,570,4
31236,tr,A0A287A6M0,Sus scrofa ,WNT7B ,349,3
31237,tr,A0A287AH06,Sus scrofa ,LCK ,520,3
31238,tr,A0A5G2QJ84,Sus scrofa ,REEP2 ,250,1
31239,tr,A0A5G2RN68,Sus scrofa ,TBC1D1 ,959,1
31240,tr,A0A287AGF7,Sus scrofa ,HNRNPU ,744,1
31241,tr,A0A287BCL8,Sus scrofa ,SPPL2B ,509,3
31242,tr,I3LHI4,Sus scrofa ,LOC102162178 ,690,4
31243,tr,F1S867,Sus scrofa ,ANGPT4 ,503,4
31244,tr,A0A287A3N8,Sus scrofa ,LIMCH1 ,981,1
31245,tr,A0A5G2R6R5,Sus scrofa ,KLC2 ,496,1
31246,tr,F1SR82,Sus scrofa ,GLB1L ,651,3
31247,tr,A0A287BRJ5,Sus scrofa ,PCNT ,2015,4
31248,tr,A0A5G2RAT1,Sus scrofa ,LUZP2 ,327,1
31249,tr,F1RMZ1,Sus scrofa ,ZCWPW1 ,482,4
31250,tr,A0A5G2QB72,Sus scrofa ,ARHGEF12 ,1451,4
31251,tr,I3LSK9,Sus scrofa ,RTL9 ,1409,4
31252,tr,A0A287BLW9,Sus scrofa ,WBP1 ,303,4
31253,tr,A0A5G2R2T2,Sus scrofa ,MR1 ,347,3
31254,tr,A0A287AAM4,Sus scrofa ,BROX ,379,3
31255,tr,F1RQG1,Sus scrofa ,PRRX2 ,255,3
31256,tr,A0A287AB27,Sus scrofa ,TRIM36 ,729,1
31257,tr,F1RIS8,Sus scrofa ,MVK ,454,1
31258,tr,F1SDX4,Sus scrofa ,RALGAPB ,1508,1
31259,tr,A0A287B9Y2,Sus scrofa ,DNM2 ,834,1
31260,tr,F1RKR0,Sus scrofa ,PPP1R32 ,272,4
31261,tr,A0A5G2QR80,Sus scrofa ,No Name,112,4
31262,tr,F1RJ58,Sus scrofa ,NF1 ,2847,1
31263,tr,A0A287BCN3,Sus scrofa ,RAPGEF6 ,1392,3
31264,tr,A0A287AGS6,Sus scrofa ,SLC26A9 ,787,3
31265,tr,A0A286ZR65,Sus scrofa ,ZSCAN2 ,615,4
31266,tr,A0A287B899,Sus scrofa ,MBD4 ,566,4
31267,tr,F1SCG8,Sus scrofa ,OTUB2 ,234,3
31268,tr,A0A286ZMC1,Sus scrofa ,RSRC1 ,311,4
31269,tr,F1S9S2,Sus scrofa ,ARHGEF12 ,1485,4
31270,tr,A0A5G2R969,Sus scrofa ,PTPN13 ,2295,3
31271,tr,A0A287B136,Sus scrofa ,C8H4orf36 ,123,4
31272,tr,K7GKS8,Sus scrofa ,PTCD3 ,699,1
31273,tr,A0A5G2QRS3,Sus scrofa ,AMH ,457,1
31274,tr,A0A5G2QST4,Sus scrofa ,FDPS ,380,1
31275,tr,A0A287BES1,Sus scrofa ,MAPK8 ,384,3
31276,tr,A0A5G2Q905,Sus scrofa ,LOC100518203 ,319,4
31277,tr,A0A5G2Q7R4,Sus scrofa ,EPB41L5 ,720,1
31278,tr,A0A5G2R6I7,Sus scrofa ,No Name,250,3
31279,tr,A0A5G2QIY8,Sus scrofa ,SDS ,402,4
31280,tr,A0A287AJ42,Sus scrofa ,No Name,71,3
31281,tr,A0A5G2QQM7,Sus scrofa ,UFD1 ,289,1
31282,tr,A0A5G2R1F0,Sus scrofa ,CLMN ,67,4
31283,tr,A0A5G2R3C5,Sus scrofa ,DPH7 ,235,4
31284,tr,A0A287ASR6,Sus scrofa ,ADAM33 ,790,4
31285,tr,A0A5G2R4E6,Sus scrofa ,GLI4 ,418,4
31286,tr,A0A5G2QRL5,Sus scrofa ,LOC100519130 ,554,1
31287,tr,A0A5G2Q8K1,Sus scrofa ,ZDHHC6 ,384,3
31288,tr,A0A286ZLY6,Sus scrofa ,PIBF1 ,778,4
31289,tr,A0A287AP95,Sus scrofa ,No Name,106,4
31290,tr,A0A287AX10,Sus scrofa ,LOC106504483 ,192,4
31291,tr,A0A5G2QJ87,Sus scrofa ,No Name,87,4
31292,tr,A0A286ZTE2,Sus scrofa ,MS4A2 ,243,3
31293,tr,A0A5G2R6V1,Sus scrofa ,CLYBL ,323,1
31294,tr,A0A5G2QNV7,Sus scrofa ,ISOC1 ,331,1
31295,tr,A0A5G2QK40,Sus scrofa ,RMDN1 ,294,1
31296,tr,A0A5G2R649,Sus scrofa ,No Name,123,4
31297,tr,A0A5G2QHR0,Sus scrofa ,PRSS37 ,218,4
31298,tr,A0A286ZQL5,Sus scrofa ,NOVA2 ,492,1
31299,tr,A0A286ZUE1,Sus scrofa ,MORN4 ,227,4
31300,tr,A0A286ZLI3,Sus scrofa ,ZFY ,611,4
31301,tr,A0A286ZUV4,Sus scrofa ,CMTM3 ,96,4
31302,tr,A0A5G2RCI2,Sus scrofa ,No Name,117,4
31303,tr,A0A5G2QSF7,Sus scrofa ,No Name,180,4
31304,tr,A0A5G2QM95,Sus scrofa ,CAMKK1 ,510,4
31305,tr,A0A287AQZ6,Sus scrofa ,LOC110258173 ,307,3
31306,tr,A0A287B924,Sus scrofa ,APPL2 ,638,1
31307,tr,A0A287A9U5,Sus scrofa ,PCDHGB1 ,844,4
31308,tr,A0A287AY25,Sus scrofa ,LOC100155405 ,311,3
31309,tr,A0A286ZNE1,Sus scrofa ,LOC110258055 ,312,3
31310,tr,A0A287A3I4,Sus scrofa ,APOBEC3B ,243,4
31311,tr,A0A288CFX4,Sus scrofa ,PEBP4 ,189,1
31312,tr,A0A5G2QWM5,Sus scrofa ,RAB24 ,294,1
31313,tr,A0A287AW14,Sus scrofa ,OLFM4 ,417,1
31314,tr,A0A286ZJI7,Sus scrofa ,RAB27B ,125,1
31315,tr,A0A5G2QU99,Sus scrofa ,LOC100521773 ,318,3
31316,tr,A0A287B239,Sus scrofa ,GLB1L2 ,663,1
31317,tr,A0A286ZXP5,Sus scrofa ,MALT1 ,782,4
31318,tr,A0A5G2R7W7,Sus scrofa ,ELN ,625,1
31319,tr,A0A286ZZN5,Sus scrofa ,No Name,74,4
31320,tr,A0A5G2R6W5,Sus scrofa ,TAMM41 ,320,1
31321,tr,A0A287B1N4,Sus scrofa ,MUC2 ,229,4
31322,tr,A0A287B4J7,Sus scrofa ,PROM2 ,805,1
31323,tr,A0A287A0S8,Sus scrofa ,LOC100513421 ,310,3
31324,tr,A0A287A7W3,Sus scrofa ,ACSM5 ,531,3
31325,tr,A0A5G2R6J7,Sus scrofa ,CNIH4 ,92,3
31326,tr,A0A287BFM0,Sus scrofa ,ATG2B ,2077,3
31327,tr,A0A5G2R2Z5,Sus scrofa ,ARL6 ,185,3
31328,tr,A0A287A883,Sus scrofa ,FADS2 ,307,1
31329,tr,A0A287AFT9,Sus scrofa ,NIPAL1 ,394,3
31330,tr,A0A286ZM47,Sus scrofa ,ERMARD ,692,4
31331,tr,A0A287AVG1,Sus scrofa ,PSMC5 ,402,3
31332,tr,A0A287AH94,Sus scrofa ,SH3BP4 ,1016,4
31333,tr,A0A5G2R3M8,Sus scrofa ,IDE ,978,1
31334,tr,A0A287BHG5,Sus scrofa ,VSIG4 ,373,4
31335,tr,A0A287ADW5,Sus scrofa ,DAAM2 ,931,4
31336,tr,A0A286ZXF3,Sus scrofa ,HSD3B7 ,410,1
31337,tr,A0A287AQ60,Sus scrofa ,NUDT16 ,211,4
31338,tr,A0A5G2R7Z8,Sus scrofa ,LYSMD4 ,321,4
31339,tr,A0A5G2QVE3,Sus scrofa ,KCNIP1 ,232,4
31340,tr,A0A5G2R9N7,Sus scrofa ,CD3D ,127,4
31341,tr,A0A287BPW0,Sus scrofa ,LGALS8 ,298,4
31342,tr,A0A286ZIC1,Sus scrofa ,GSN ,731,3
31343,tr,A0A287BBP6,Sus scrofa ,AP1S2 ,163,3
31344,tr,A0A5G2R398,Sus scrofa ,NIT1 ,312,1
31345,tr,A0A5G2RAP9,Sus scrofa ,NRF1 ,465,4
31346,tr,A0A287BKX7,Sus scrofa ,TAF5L ,364,4
31347,tr,A0A287BBM1,Sus scrofa ,PCBP3 ,345,1
31348,tr,A0A287B6R7,Sus scrofa ,LOC100156618 ,277,3
31349,tr,A0A287A4P8,Sus scrofa ,TATDN3 ,253,3
31350,tr,A0A5G2QL06,Sus scrofa ,MTHFD2 ,267,4
31351,tr,A0A287B9U6,Sus scrofa ,TMEM139 ,209,4
31352,tr,A0A287AI10,Sus scrofa ,No Name,110,1
31353,tr,A0A287A463,Sus scrofa ,HLCS ,785,3
31354,tr,A0A287AHE5,Sus scrofa ,PRODH2 ,434,3
31355,tr,A0A287B9R5,Sus scrofa ,LOC100156325 ,423,1
31356,tr,A0A5G2RMM6,Sus scrofa ,UBL3 ,110,1
31357,tr,A0A287BMX1,Sus scrofa ,ZNF76 ,543,4
31358,tr,A0A5G2QRP1,Sus scrofa ,CRISPLD2 ,441,4
31359,tr,F6Q2X8,Sus scrofa ,ATP9A ,996,1
31360,tr,A0A5G2R6D3,Sus scrofa ,GORASP2 ,383,1
31361,tr,A0A5G2QTP9,Sus scrofa ,ERP44 ,460,1
31362,tr,A0A287BEY5,Sus scrofa ,SHC3 ,656,4
31363,tr,A0A5G2RBA9,Sus scrofa ,MRPL32 ,193,4
31364,tr,A0A287AQ62,Sus scrofa ,No Name,244,3
31365,tr,A0A286ZQ50,Sus scrofa ,NUP155 ,1383,1
31366,tr,A0A5G2QFA1,Sus scrofa ,PUS7 ,77,4
31367,tr,A0A5G2RBI6,Sus scrofa ,EXOC6 ,700,3
31368,tr,A0A5G2QWP5,Sus scrofa ,NFILZ ,286,4
31369,tr,A0A5G2QN23,Sus scrofa ,ALDH1A3 ,511,1
31370,tr,A0A287A5R4,Sus scrofa ,C4H8orf89 ,161,4
31371,tr,A0A5G2QDH9,Sus scrofa ,RBM38 ,153,4
31372,tr,A0A287BI14,Sus scrofa ,C18H7orf31 ,584,4
31373,tr,A0A5G2QQ55,Sus scrofa ,PPP2R2A ,106,4
31374,tr,A0A5G2RJZ6,Sus scrofa ,MARS1 ,71,1
31375,tr,A0A5G2QY23,Sus scrofa ,AMN1 ,240,4
31376,tr,A0A5G2QY04,Sus scrofa ,LOC100524192 ,310,3
31377,tr,A0A5G2QD42,Sus scrofa ,DPF1 ,380,4
31378,tr,A0A5G2QBQ8,Sus scrofa ,AMDHD2 ,413,1
31379,tr,A0A286ZIM3,Sus scrofa ,TBC1D31 ,878,4
31380,tr,A0A287B2Y0,Sus scrofa ,No Name,476,4
31381,tr,A0A5G2QVY4,Sus scrofa ,No Name,112,4
31382,tr,A0A286ZQI4,Sus scrofa ,AGPS ,579,1
31383,tr,A0A287A2L0,Sus scrofa ,ARL8A ,186,1
31384,tr,A0A5G2QEM7,Sus scrofa ,AADAT ,488,1
31385,tr,A0A5G2R2A4,Sus scrofa ,UEVLD ,449,4
31386,tr,A0A287B9Q0,Sus scrofa ,ORC4 ,426,3
31387,tr,A0A5G2QUA9,Sus scrofa ,No Name,120,4
31388,tr,A0A5G2QUS4,Sus scrofa ,No Name,296,4
31389,tr,A0A5G2R6Q3,Sus scrofa ,AOX4 ,1281,3
31390,tr,A0A286ZNB8,Sus scrofa ,LYPLAL1 ,236,3
31391,tr,A0A287BNV5,Sus scrofa ,CD47 ,308,1
31392,tr,A0A5G2QKC4,Sus scrofa ,HSD3B7 ,369,1
31393,tr,A0A287BH02,Sus scrofa ,RAB28 ,95,1
31394,tr,A0A287B4I6,Sus scrofa ,TGDS ,369,4
31395,tr,A0A5G2QD77,Sus scrofa ,RAB40B ,99,4
31396,tr,A0A5G2QWR2,Sus scrofa ,STK26 ,402,4
31397,tr,A0A5G2QSU3,Sus scrofa ,No Name,451,4
31398,tr,A0A287AA16,Sus scrofa ,MOV10 ,964,1
31399,tr,A0A287B2X7,Sus scrofa ,HNF4A ,452,3
31400,tr,A0A287AVZ8,Sus scrofa ,SLC30A4 ,403,3
31401,tr,A0A5G2QIL8,Sus scrofa ,EHD1 ,550,1
31402,tr,A0A5G2QAT5,Sus scrofa ,ITGA2 ,1157,1
31403,tr,A0A5G2QTD4,Sus scrofa ,SLC44A2 ,715,1
31404,tr,A0A5G2QID9,Sus scrofa ,SNAP23 ,44,1
31405,tr,A0A286ZI03,Sus scrofa ,SPATA46 ,209,4
31406,tr,A0A5G2R4I6,Sus scrofa ,TXNRD3 ,475,3
31407,tr,A0A5G2RGU6,Sus scrofa ,BCL2L13 ,90,1
31408,tr,A0A287AE46,Sus scrofa ,TKFC ,486,1
31409,tr,A0A287BRN9,Sus scrofa ,FNDC7 ,120,4
31410,tr,A0A287APS5,Sus scrofa ,STT3A ,642,1
31411,tr,A0A5G2QWP1,Sus scrofa ,PDCD5 ,124,1
31412,tr,A0A5G2R8G1,Sus scrofa ,NSFL1C ,345,1
31413,tr,A0A287B5T1,Sus scrofa ,ARPIN ,260,3
31414,tr,A0A5G2R1Q0,Sus scrofa ,LOC100156904 ,322,3
31415,tr,A0A5G2RK97,Sus scrofa ,C1orf185 ,120,4
31416,tr,A0A286ZMV7,Sus scrofa ,CSK ,430,1
31417,tr,A0A288CFW9,Sus scrofa ,NR1I3 ,309,4
31418,tr,A0A287ARF7,Sus scrofa ,No Name,139,4
31419,tr,A0A5G2R576,Sus scrofa ,PCCB ,518,4
31420,tr,A0A287A6Z0,Sus scrofa ,SLC6A5 ,752,3
31421,tr,A0A287AXX2,Sus scrofa ,LOC100156511 ,314,4
31422,tr,A0A287BST4,Sus scrofa ,RANBP2 ,1496,1
31423,tr,A0A5G2QMY0,Sus scrofa ,IKZF4 ,540,4
31424,tr,I3LJN6,Sus scrofa ,LOC100620992 ,948,4
31425,tr,A0A5G2QU06,Sus scrofa ,PLXDC1 ,513,3
31426,tr,A0A287B7Z3,Sus scrofa ,NUSAP1 ,439,3
31427,tr,K7GLG0,Sus scrofa ,HSD17B8 ,292,1
31428,tr,I3LUY1,Sus scrofa ,LPP ,675,1
31429,tr,F1RNF1,Sus scrofa ,LAIR1 ,280,4
31430,tr,F1RRQ6,Sus scrofa ,LOC102158372 ,812,4
31431,tr,A0A5G2QVK7,Sus scrofa ,RPS6KA1 ,733,1
31432,tr,A0A286ZIT4,Sus scrofa ,IFNAR2 ,574,4
31433,tr,A0A286ZJ05,Sus scrofa ,ARFGAP1 ,424,4
31434,tr,A0A287APG7,Sus scrofa ,AXDND1 ,1011,4
31435,tr,F1RR11,Sus scrofa ,C8orf76 ,377,4
31436,tr,I3LC87,Sus scrofa ,LRWD1 ,721,3
31437,tr,F1RQX3,Sus scrofa ,NEU1 ,432,3
31438,tr,A0A286ZNB0,Sus scrofa ,SCN2A ,1856,3
31439,tr,A0A5G2R8S6,Sus scrofa ,IVD ,568,1
31440,tr,A0A286ZRL6,Sus scrofa ,ANKRD13C ,513,4
31441,tr,F1SAE6,Sus scrofa ,PNPLA8 ,682,4
31442,tr,A0A5G2QJA5,Sus scrofa ,KIFC3 ,824,3
31443,tr,F1SKJ5,Sus scrofa ,EIF3D ,548,1
31444,tr,I3LRS9,Sus scrofa ,No Name,909,3
31445,tr,A0A287BQV1,Sus scrofa ,CSPP1 ,1189,4
31446,tr,F1SS99,Sus scrofa ,PRUNE1 ,453,1
31447,tr,A0A5G2Q9R1,Sus scrofa ,CDH13 ,771,1
31448,tr,A0A287B5Y1,Sus scrofa ,DAZAP2 ,146,4
31449,tr,A0A5G2R847,Sus scrofa ,STX7 ,262,1
31450,tr,A0A5G2QY64,Sus scrofa ,FLNC ,2626,1
31451,tr,I3LUP4,Sus scrofa ,SERTAD4 ,349,4
31452,tr,F1SMQ6,Sus scrofa ,NRF1 ,448,4
31453,tr,I3LRH1,Sus scrofa ,DNAJC9 ,304,1
31454,tr,I3LGC8,Sus scrofa ,VSX1 ,364,4
31455,tr,F1ST84,Sus scrofa ,MELK ,648,3
31456,tr,A0A5G2QHQ4,Sus scrofa ,FUZ ,382,3
31457,tr,F1SEB3,Sus scrofa ,C10H9orf24 ,164,4
31458,tr,A0A5G2R9D7,Sus scrofa ,MUC2 ,1803,1
31459,tr,A0A287AX15,Sus scrofa ,SLC25A38 ,287,3
31460,tr,F1SUM1,Sus scrofa ,MAP6 ,820,1
31461,tr,I3L9Y2,Sus scrofa ,GOLGA2 ,987,1
31462,tr,F1RM83,Sus scrofa ,GRAMD1A ,644,4
31463,tr,A0A287APQ9,Sus scrofa ,OSBPL9 ,759,1
31464,tr,F1SN50,Sus scrofa ,NEMP2 ,431,3
31465,tr,F1SRD3,Sus scrofa ,SNRK ,939,4
31466,tr,A0A5G2R8I4,Sus scrofa ,UCHL5 ,321,3
31467,tr,F1SB53,Sus scrofa ,PSMC2 ,433,1
31468,tr,A0A287AFC1,Sus scrofa ,LDHA ,345,3
31469,tr,A0A5G2QEI3,Sus scrofa ,No Name,125,4
31470,tr,I3L608,Sus scrofa ,NETO1 ,157,4
31471,tr,A0A5S8LAU6,Sus scrofa ,ESR1 ,574,3
31472,tr,F1RIE3,Sus scrofa ,VWCE ,941,4
31473,tr,A0A5G2QEJ1,Sus scrofa ,ATG9B ,904,3
31474,tr,A0A287AAG9,Sus scrofa ,No Name,80,4
31475,tr,A0A5G2QLZ6,Sus scrofa ,No Name,378,4
31476,tr,A0A287AAC4,Sus scrofa ,ZNF827 ,1350,4
31477,tr,A0A5G2RLG2,Sus scrofa ,No Name,296,4
31478,tr,A0A5G2QGM0,Sus scrofa ,XRRA1 ,596,4
31479,tr,A0A287AAR2,Sus scrofa ,CYP4F52 ,524,3
31480,tr,A0A287AB51,Sus scrofa ,No Name,160,1
31481,tr,A0A5G2QXU8,Sus scrofa ,RABGAP1L ,797,4
31482,tr,A0A287BBB8,Sus scrofa ,BRPF3 ,1111,4
31483,tr,A0A287A4Z1,Sus scrofa ,CITED2 ,273,3
31484,tr,A0A286ZV44,Sus scrofa ,XRCC1 ,617,1
31485,tr,A0A287AQC8,Sus scrofa ,VWA3B ,1353,4
31486,tr,I3LUH8,Sus scrofa ,COL17A1 ,1506,4
31487,tr,A0A287B435,Sus scrofa ,PROSER1 ,900,4
31488,tr,A0A287ATD3,Sus scrofa ,KPNA4 ,521,1
31489,tr,A0A286ZJX8,Sus scrofa ,PAFAH2 ,417,1
31490,tr,A0A5G2R9B2,Sus scrofa ,No Name,112,4
31491,tr,A0A287ATD4,Sus scrofa ,OGA ,916,1
31492,tr,A0A287BD07,Sus scrofa ,DHX38 ,1185,4
31493,tr,I3LPS3,Sus scrofa ,TTC19 ,375,1
31494,tr,F1SPM5,Sus scrofa ,ANTXR1 ,559,1
31495,tr,F1SQ24,Sus scrofa ,KLRD1 ,142,4
31496,tr,A0A5G2QKF6,Sus scrofa ,SET ,303,1
31497,tr,F1SS26,Sus scrofa ,THBS1 ,1170,1
31498,tr,A0A286ZS99,Sus scrofa ,RTN2 ,470,4
31499,tr,A0A287APX5,Sus scrofa ,FCF1 ,198,3
31500,tr,I3LCU3,Sus scrofa ,GREB1 ,1970,3
31501,tr,F2Z5U3,Sus scrofa ,WDR82 ,313,1
31502,tr,I3LE42,Sus scrofa ,ARL13B ,411,4
31503,tr,A0A287BHI6,Sus scrofa ,ZNF106 ,1903,4
31504,tr,A0A286ZVV5,Sus scrofa ,KANSL3 ,814,4
31505,tr,A0A287B6G2,Sus scrofa ,LOC110257710 ,247,3
31506,tr,I3LEY2,Sus scrofa ,ANXA7 ,485,1
31507,tr,A0A287BE70,Sus scrofa ,LOC100521779 ,605,4
31508,tr,A0A287BQX2,Sus scrofa ,FBXO44 ,282,1
31509,tr,A0A287AM48,Sus scrofa ,PLOD2 ,703,1
31510,tr,A0A286ZZG7,Sus scrofa ,EIF4G1 ,1606,1
31511,tr,I3LRK7,Sus scrofa ,MIER1 ,571,4
31512,tr,A0A286ZLI8,Sus scrofa ,DDX17 ,588,1
31513,tr,F1RIB8,Sus scrofa ,SH3GL3 ,368,3
31514,tr,A0A287AYX1,Sus scrofa ,ALX1 ,326,3
31515,tr,A0A286ZRZ9,Sus scrofa ,ZNF484 ,872,4
31516,tr,A0A5G2QRL7,Sus scrofa ,GMDS ,390,1
31517,tr,A0A287ABM5,Sus scrofa ,USP54 ,1631,4
31518,tr,A0A287BEL9,Sus scrofa ,No Name,104,4
31519,tr,A0A5G2R0V1,Sus scrofa ,GALNT4 ,582,3
31520,tr,A0A5G2QND3,Sus scrofa ,FCHO2 ,776,3
31521,tr,F1S9D0,Sus scrofa ,C7H14orf119 ,165,4
31522,tr,F1S5G7,Sus scrofa ,DENND1B ,766,4
31523,tr,A0A5G2R052,Sus scrofa ,HOMER1 ,360,1
31524,tr,F1SB50,Sus scrofa ,RELN ,3458,3
31525,tr,I3L9U9,Sus scrofa ,SH3YL1 ,368,3
31526,tr,A0A5G2QPL7,Sus scrofa ,No Name,386,4
31527,tr,A0A287B4U6,Sus scrofa ,FAM126B ,503,1
31528,tr,F1SV59,Sus scrofa ,ADPRS ,473,1
31529,tr,A0A5G2R6Z9,Sus scrofa ,No Name,1272,4
31530,tr,A0A287ATC1,Sus scrofa ,No Name,134,4
31531,tr,A0A287ASJ3,Sus scrofa ,ROCK1 ,1241,1
31532,tr,A0A5G2RC84,Sus scrofa ,MYO5B ,1827,3
31533,tr,I3LLE0,Sus scrofa ,LARP4 ,720,1
31534,tr,A0A5G2R7I6,Sus scrofa ,DPP6 ,863,1
31535,tr,A0A5G2REL9,Sus scrofa ,PCYT1B ,331,1
31536,tr,F1SPK2,Sus scrofa ,H1-8 ,335,4
31537,tr,I3L5U7,Sus scrofa ,ZBTB8B ,488,4
31538,tr,A0A5G2QFM7,Sus scrofa ,PLEKHA3 ,309,4
31539,tr,F1SA25,Sus scrofa ,VTI1B ,232,1
31540,tr,F1S3Q7,Sus scrofa ,VNN1 ,512,3
31541,tr,I3LM52,Sus scrofa ,HDAC4 ,1095,3
31542,tr,A0A5G2RB93,Sus scrofa ,No Name,99,4
31543,tr,A0A287BCL5,Sus scrofa ,NIPAL2 ,402,3
31544,tr,A0A286ZL28,Sus scrofa ,TJP2 ,1184,1
31545,tr,A0A287AFT5,Sus scrofa ,COL15A1 ,1321,1
31546,tr,A0A5G2QJ33,Sus scrofa ,TEAD3 ,309,4
31547,tr,A0A287A6X2,Sus scrofa ,NTRK2 ,838,3
31548,tr,A0A287BJX5,Sus scrofa ,EPS8 ,835,1
31549,tr,F1SVD7,Sus scrofa ,CD8B ,260,4
31550,tr,A0A287BKZ8,Sus scrofa ,SOGA1 ,1612,3
31551,tr,A0A287BGB3,Sus scrofa ,VAMP1 ,116,1
31552,tr,A0A287A612,Sus scrofa ,MYPOP ,397,4
31553,tr,A0A286ZNB1,Sus scrofa ,LOC100516390 ,1661,4
31554,tr,A0A286ZI56,Sus scrofa ,ACSL5 ,649,1
31555,tr,F1RPG1,Sus scrofa ,ZSCAN16 ,346,4
31556,tr,A0A5G2QSR4,Sus scrofa ,WASL ,511,1
31557,tr,I3LJ52,Sus scrofa ,CTRB2 ,264,4
31558,tr,A0A5G2QA93,Sus scrofa ,ZC3H13 ,1574,4
31559,tr,A0A5G2R569,Sus scrofa ,ANKRD31 ,1501,4
31560,tr,F1SCS5,Sus scrofa ,GEN1 ,868,4
31561,tr,I3LND8,Sus scrofa ,GIPR ,422,4
31562,tr,A0A286ZK59,Sus scrofa ,ARHGEF9 ,1109,1
31563,tr,F1SGN9,Sus scrofa ,TINF2 ,455,4
31564,tr,A0A286ZMB6,Sus scrofa ,FAM91A1 ,1081,3
31565,tr,A0A5G2QXH6,Sus scrofa ,FAM184A ,1059,4
31566,tr,A0A5G2R3Y5,Sus scrofa ,MRPL52 ,144,3
31567,tr,A0A5G2R1K7,Sus scrofa ,LOC100517394 ,308,3
31568,tr,A0A5G2R948,Sus scrofa ,CSMD1 ,3081,4
31569,tr,A0A5G2R1F8,Sus scrofa ,VAMP3 ,217,1
31570,tr,A0A5G2QCV5,Sus scrofa ,DAW1 ,460,4
31571,tr,A0A287BN20,Sus scrofa ,CNTN1 ,635,1
31572,tr,A0A5G2QAY1,Sus scrofa ,TSNAXIP1 ,643,4
31573,tr,A0A287ASL1,Sus scrofa ,RAD51AP2 ,1085,4
31574,tr,A0A287A9Q1,Sus scrofa ,No Name,136,3
31575,tr,A0A286ZUY7,Sus scrofa ,C14H10orf105 ,125,4
31576,tr,A0A287A0C0,Sus scrofa ,STRC ,999,4
31577,tr,A0A5G2QN49,Sus scrofa ,No Name,188,4
31578,tr,A0A286ZK60,Sus scrofa ,No Name,295,3
31579,tr,A0A287BKD0,Sus scrofa ,SLC22A23 ,407,4
31580,tr,A0A287AMJ2,Sus scrofa ,DIRAS1 ,352,1
31581,tr,A0A5G2QAB3,Sus scrofa ,WDR1 ,466,4
31582,tr,A0A5G2QI16,Sus scrofa ,MRPL19 ,170,1
