,sptr,accession,organism,Gene Name,length,PE Score
35646,tr,Q05A75,Mus musculus ,H2-T3 ,384,1
35647,tr,Q8C178,Mus musculus ,Acox3 ,697,1
35648,tr,A0A087WQC7,Mus musculus ,Gm21258 ,222,3
35649,tr,Q8VF17,Mus musculus ,Olfr434 ,321,2
35650,tr,Q7TS43,Mus musculus ,Olfr193 ,309,2
35651,tr,Q2M4I6,Mus musculus ,Scand1 ,142,1
35652,tr,Q7TRD1,Mus musculus ,Olfr901 ,311,4
35653,tr,Q9DCT4,Mus musculus ,Bud23 ,259,1
35654,tr,Q6IE31,Mus musculus ,Gm10267 ,85,2
35655,tr,Q3V157,Mus musculus ,Stat4 ,748,1
35656,tr,B1AYN9,Mus musculus ,Tex28 ,409,3
35657,tr,Q9DAF6,Mus musculus ,Tcte2 ,101,2
35658,tr,Q80YX8,Mus musculus ,Mup21 ,181,2
35659,tr,Q9QZ18,Mus musculus ,Olfr71 ,312,2
35660,tr,B9EKG2,Mus musculus ,Mroh5 ,427,2
35661,tr,Q80Y32,Mus musculus ,Hmgxb4 ,594,1
35662,tr,B1AX85,Mus musculus ,6030498E09Rik ,169,4
35663,tr,Q8VCH4,Mus musculus ,Flt3l ,169,2
35664,tr,Q8VF38,Mus musculus ,Olfr1279 ,313,2
35665,tr,Q3TTH6,Mus musculus ,Crem ,173,1
35666,tr,B7ZWH4,Mus musculus ,Pilrb1 ,225,1
35667,tr,A2AMS7,Mus musculus ,Ccl27a ,164,4
35668,tr,Q3UTC4,Mus musculus ,Spopfm2 ,357,2
35669,tr,A4QPD3,Mus musculus ,Rel ,588,1
35670,tr,Q3TEG0,Mus musculus ,Btbd8 ,443,1
35671,tr,A0A1L1SSB7,Mus musculus ,Trmt11 ,82,1
35672,tr,B6CI26,Mus musculus ,Slc25a21 ,305,1
35673,tr,A0A338P700,Mus musculus ,2510009E07Rik ,63,3
35674,tr,Q3V290,Mus musculus ,Gm10775 ,127,2
35675,tr,A0A0R4J1V5,Mus musculus ,Tec ,100,1
35676,tr,D3Z5N1,Mus musculus ,Slc30a2 ,291,3
35677,tr,Q05AH3,Mus musculus ,Tlr5 ,859,2
35678,tr,Q810Q2,Mus musculus ,1700016H13Rik ,37,2
35679,tr,D3YY48,Mus musculus ,Gusb ,144,1
35680,tr,Q3UPZ5,Mus musculus ,Ifi213 ,135,2
35681,tr,A0A1B0GRU8,Mus musculus ,Prpf40a ,926,1
35682,tr,Q7TQX4,Mus musculus ,Olfr1302 ,312,3
35683,tr,Q3TVF4,Mus musculus ,Rabggtb ,331,1
35684,tr,J3QPX2,Mus musculus ,Ssty1 ,232,3
35685,tr,E9PYY2,Mus musculus ,Olfr68 ,315,3
35686,tr,Q3TLW9,Mus musculus ,Tspan17 ,285,1
35687,tr,Q8R1G5,Mus musculus ,Mthfsl ,146,1
35688,tr,Q3UQE8,Mus musculus ,Uty ,1149,1
35689,tr,Q7TS30,Mus musculus ,Olfr222 ,318,2
35690,tr,B7ZP47,Mus musculus ,Wapl ,1194,1
35691,tr,A0A2I3BRX6,Mus musculus ,Vmn1r45 ,198,3
35692,tr,Q6PGB9,Mus musculus ,Akap6 ,1224,1
35693,tr,B1APT1,Mus musculus ,Mpped2 ,283,1
35694,tr,A0A0A0MQ90,Mus musculus ,S100a13 ,160,1
35695,tr,O88222,Mus musculus ,Gm6020 ,22,2
35696,tr,Q91YU7,Mus musculus ,Tgfb3 ,412,1
35697,tr,Q6PGC9,Mus musculus ,Zfp341 ,846,2
35698,tr,Q810Z0,Mus musculus ,Pramel4 ,503,2
35699,tr,Q7TRS3,Mus musculus ,Olfr575 ,311,3
35700,tr,Q80XB1,Mus musculus ,L3mbtl2 ,713,1
35701,tr,Q6XAR7,Mus musculus ,Ssxb10 ,170,2
35702,tr,Q8BYN7,Mus musculus ,Ccdc13 ,254,1
35703,tr,E9Q6M3,Mus musculus ,Zfp995 ,437,4
35704,tr,Q05DT2,Mus musculus ,Hmg20b ,215,1
35705,tr,A6H692,Mus musculus ,4930562C15Rik ,306,2
35706,tr,S4R2L0,Mus musculus ,Scgb2b12 ,112,3
35707,tr,J3QM75,Mus musculus ,Scgb2b19 ,112,3
35708,tr,Q7TR29,Mus musculus ,Olfr1161 ,321,2
35709,tr,B7FAU2,Mus musculus ,Taz ,134,1
35710,tr,Q5SUH7,Mus musculus ,Clint1 ,623,1
35711,tr,A0A2I3BRZ5,Mus musculus ,Vmn1r218 ,218,3
35712,tr,E9Q5G9,Mus musculus ,Olfr1354 ,310,3
35713,tr,Q3UI14,Mus musculus ,Kdm3b ,481,1
35714,tr,Q7TT21,Mus musculus ,Tsc2 ,1742,1
35715,tr,Q8VFU1,Mus musculus ,Olfr822 ,312,3
35716,tr,B2RWC4,Mus musculus ,Lrrc73 ,316,1
35717,tr,Q8C8S0,Mus musculus ,Zbtb26 ,451,1
35718,tr,Q8BLD4,Mus musculus ,Tardbp ,298,1
35719,tr,Q8K4I0,Mus musculus ,Vmn1r66 ,310,2
35720,tr,A0A0R4J293,Mus musculus ,Tgm1 ,815,1
35721,tr,Q7TRB9,Mus musculus ,Olfr923 ,317,2
35722,tr,Q3UT17,Mus musculus ,5730507C01Rik ,392,1
35723,tr,A0A140T8J6,Mus musculus ,Olfr418 ,310,4
35724,tr,Q7TS19,Mus musculus ,Olfr270 ,314,3
35725,tr,Q8C632,Mus musculus ,Dnajc5g ,165,2
35726,tr,Q8BSE7,Mus musculus ,Clasp2 ,400,1
35727,tr,Q7TPR1,Mus musculus ,Ocrl ,182,1
35728,tr,A0A1Z4VJI9,Mus musculus ,Gm39653 ,181,2
35729,tr,Q3SXK0,Mus musculus ,Upk2 ,184,2
35730,tr,Q9DAE2,Mus musculus ,Rbmxl2 ,385,1
35731,tr,Q3TFI6,Mus musculus ,Gimap1 ,300,1
35732,tr,Q8VET2,Mus musculus ,Olfr1394 ,312,2
35733,tr,A2RTG9,Mus musculus ,Foxi2 ,329,2
35734,tr,Q8VH10,Mus musculus ,Olfr979 ,311,2
35735,tr,D3Z289,Mus musculus ,Rgs8 ,178,1
35736,tr,Q3UKP1,Mus musculus ,Sirt6 ,294,1
35737,tr,Q8C7N0,Mus musculus ,Gabrg2 ,384,1
35738,tr,B9EJU1,Mus musculus ,Gm1141 ,475,1
35739,tr,Q80SX0,Mus musculus ,Stard4 ,224,1
35740,tr,Q8R3P8,Mus musculus ,Rnf113a1 ,341,1
35741,tr,Q8VFA3,Mus musculus ,Olfr1388 ,311,2
35742,tr,B9EHT6,Mus musculus ,Fn1 ,2271,1
35743,tr,Q3TJY1,Mus musculus ,Mcrs1 ,449,1
35744,tr,Q8C635,Mus musculus ,Gykl1 ,549,1
35745,tr,Q05AC5,Mus musculus ,A26c3 ,485,2
35746,tr,Q8VD35,Mus musculus ,Otx2 ,289,1
35747,tr,Q8CBM2,Mus musculus ,Asph ,658,1
35748,tr,Q9D3T1,Mus musculus ,4933436I01Rik ,429,2
35749,tr,Q6PD35,Mus musculus ,Gtf2ird1 ,1045,1
35750,tr,A0PK55,Mus musculus ,Olfr239 ,315,2
35751,tr,Q3TWS4,Mus musculus ,Snap91 ,582,1
35752,tr,Q8C8Y2,Mus musculus ,Wdr17 ,1290,1
35753,tr,Q8VFA6,Mus musculus ,Olfr1392 ,311,2
35754,tr,G3UW52,Mus musculus ,Cldn34a ,211,3
35755,tr,Q8BQB5,Mus musculus ,6430548M08Rik ,297,1
35756,tr,Q7TQG7,Mus musculus ,Adam11 ,778,1
35757,tr,Q6IMB2,Mus musculus ,Arl9 ,133,2
35758,tr,A0A2R8VHQ2,Mus musculus ,Smagp ,46,4
35759,tr,Q3UTR7,Mus musculus ,Agt ,482,1
35760,tr,B7ZNG8,Mus musculus ,Iqch ,1030,1
35761,tr,Q9DB19,Mus musculus ,Cpne8 ,104,1
35762,tr,A0A0R4J284,Mus musculus ,Dynlt2a2 ,191,1
35763,tr,Q8VFK4,Mus musculus ,Olfr1043 ,314,3
35764,tr,Q91Y00,Mus musculus ,Pcdhb2 ,799,2
35765,tr,K7N778,Mus musculus ,Vmn1r20 ,303,3
35766,tr,D6RDD5,Mus musculus ,Acad8 ,49,4
35767,tr,Q3U7G2,Mus musculus ,Adam8 ,825,1
35768,tr,Q7TRI8,Mus musculus ,Olfr132 ,313,3
35769,tr,Q9CZ86,Mus musculus ,Zfp248 ,475,2
35770,tr,A0A0G2JGL4,Mus musculus ,Abcb1b ,106,1
35771,tr,Q542V3,Mus musculus ,Srsf4 ,491,1
35772,tr,Q8VFF2,Mus musculus ,Olfr850 ,315,3
35773,tr,Q8VF41,Mus musculus ,Olfr1277 ,303,2
35774,tr,Q8C6E1,Mus musculus ,Apol7c ,369,2
35775,tr,J3QNW9,Mus musculus ,Kif7 ,1348,1
35776,tr,Q8VGL1,Mus musculus ,Olfr522 ,312,2
35777,tr,Q8BJL9,Mus musculus ,Ugt2b35 ,529,1
35778,tr,Q9D9Y7,Mus musculus ,Ms4a19 ,111,2
35779,tr,Q3T9T6,Mus musculus ,Rnasel ,227,1
35780,tr,Q0VGY9,Mus musculus ,Ank1 ,1887,1
35781,tr,A0A0A6YXT4,Mus musculus ,Cep170 ,158,1
35782,tr,G8JL47,Mus musculus ,Mms22l ,1198,1
35783,tr,A0A0R4J136,Mus musculus ,Srd5a1 ,255,3
35784,tr,A0A338P6V1,Mus musculus ,Alg3 ,128,1
35785,tr,F6YNY8,Mus musculus ,Uggt2 ,466,1
35786,tr,G5E8X4,Mus musculus ,Naa20 ,61,4
35787,tr,A0A6I8MWW6,Mus musculus ,Zdbf2 ,2498,1
35788,tr,D3Z5M7,Mus musculus ,Pxdn ,307,1
35789,tr,A0A1L1SRC1,Mus musculus ,Acy1 ,343,1
35790,tr,A0A1L1SU93,Mus musculus ,Hmbs ,39,4
35791,tr,F7BGR7,Mus musculus ,Gm21992 ,477,4
35792,tr,H3BJ78,Mus musculus ,Syngr2 ,147,3
35793,tr,A0A0J9YUA8,Mus musculus ,Med13l ,2216,1
35794,tr,A0A1L1SSV2,Mus musculus ,Robo4 ,308,4
35795,tr,A0A494B8Y3,Mus musculus ,Ppp1r32 ,253,1
35796,tr,A0A1L1SUY8,Mus musculus ,Vps13c ,771,1
35797,tr,A0A3Q4EC56,Mus musculus ,Ccdc178 ,45,4
35798,tr,E2QRQ1,Mus musculus ,Nckap5 ,202,1
35799,tr,A0A0G2JFD8,Mus musculus ,Nexn ,536,1
35800,tr,A0A3B2WAS6,Mus musculus ,Ndc80 ,629,1
35801,tr,A0A0J9YU30,Mus musculus ,Rgs12 ,185,1
35802,tr,A0A571BEU1,Mus musculus ,Tpm4 ,158,1
35803,tr,F6UKF4,Mus musculus ,Tead4 ,54,1
35804,tr,A0A0U1RQ74,Mus musculus ,Map3k10 ,289,1
35805,tr,D3YUZ0,Mus musculus ,Ccdc83 ,408,4
35806,tr,F8WIB1,Mus musculus ,Arl1 ,138,1
35807,tr,D3Z030,Mus musculus ,Carmil1 ,1332,1
35808,tr,D3YVN4,Mus musculus ,Ccdc63 ,22,4
35809,tr,A0A0U1RNS6,Mus musculus ,Hddc3 ,143,1
35810,tr,A2AFK7,Mus musculus ,Eif4a3 ,299,1
35811,tr,D6RIR0,Mus musculus ,Tmem41b ,94,1
35812,tr,Q5F270,Mus musculus ,Plek ,46,1
35813,tr,J3QPS3,Mus musculus ,Musk ,878,3
35814,tr,A0A494B9D9,Mus musculus ,Itprip ,7,4
35815,tr,A0A3Q4EBR8,Mus musculus ,Bin1 ,120,1
35816,tr,A0A0A6YWH9,Mus musculus ,Zfp639 ,69,1
35817,tr,H3BJM7,Mus musculus ,Asap1 ,98,1
35818,tr,F6TRI8,Mus musculus ,Fez1 ,47,3
35819,tr,A0A1L1SR31,Mus musculus ,Mrln ,28,4
35820,tr,A0A140T8U4,Mus musculus ,Rpl36-ps4 ,117,3
35821,tr,A2A7H3,Mus musculus ,Fbxo6 ,64,1
35822,tr,E9QNG6,Mus musculus ,Snx13 ,958,1
35823,tr,D3Z5D6,Mus musculus ,9830107B12Rik ,160,4
35824,tr,F6XET4,Mus musculus ,Gm17428 ,31,4
35825,tr,G3UXP6,Mus musculus ,Mtx1 ,68,4
35826,tr,H3BK41,Mus musculus ,Nrxn1 ,213,1
35827,tr,A3KG82,Mus musculus ,Mpdz ,138,1
35828,tr,F7D3P8,Mus musculus ,Atp5o ,176,1
35829,tr,F6X2N3,Mus musculus ,Zc3h7a ,174,1
35830,tr,A2A5F5,Mus musculus ,Rab5c ,83,1
35831,tr,A0A286YCI3,Mus musculus ,Cts7 ,87,4
35832,tr,A0A0N4SW55,Mus musculus ,Wdr49 ,448,4
35833,tr,A0A0U1RP13,Mus musculus ,Cdipt ,185,1
35834,tr,E9PWT1,Mus musculus ,Trrap ,3858,1
35835,tr,D3Z3D6,Mus musculus ,Polr1c ,260,1
35836,tr,A0A0R4J056,Mus musculus ,Bhlhe22 ,355,1
35837,tr,A0A0J9YUX8,Mus musculus ,Gtf2ird1 ,99,4
35838,tr,E0CY11,Mus musculus ,Nrxn1 ,1495,1
35839,tr,A0A140LJD2,Mus musculus ,Tanc2 ,152,1
35840,tr,D6RJI9,Mus musculus ,Mmp12 ,64,4
35841,tr,F7CD45,Mus musculus ,Gm8334 ,553,4
35842,tr,A0A0G2JF63,Mus musculus ,Tars2 ,209,1
35843,tr,B1AT88,Mus musculus ,Sphk1 ,157,4
35844,tr,B7ZCQ3,Mus musculus ,Hmgn2 ,109,1
35845,tr,A0A0N4SVS5,Mus musculus ,Gm9999 ,40,4
35846,tr,E0CXW0,Mus musculus ,Arpp21 ,124,1
35847,tr,F6TLW1,Mus musculus ,Lamc1 ,125,1
35848,tr,G3X9S2,Mus musculus ,Enpp1 ,905,1
35849,tr,E9Q334,Mus musculus ,Tnnt1 ,18,4
35850,tr,F6TBE5,Mus musculus ,Ppp1r16a ,40,4
35851,tr,F6Z2D6,Mus musculus ,Evc ,144,4
35852,tr,D6RE37,Mus musculus ,Sntg2 ,93,4
35853,tr,F6SAZ4,Mus musculus ,Cic ,150,1
35854,tr,A0A494BAA4,Mus musculus ,Ndfip1 ,214,1
35855,tr,D6RFS3,Mus musculus ,Clcn2 ,533,1
35856,tr,S4R2C7,Mus musculus ,Sipa1l3 ,27,1
35857,tr,A0A0N4SV22,Mus musculus ,Cct7 ,83,1
35858,tr,A0A1L1SSW1,Mus musculus ,Lars2 ,495,1
35859,tr,A0A087WR90,Mus musculus ,Abi2 ,151,1
35860,tr,A0A1C7ZMZ1,Mus musculus ,Kctd9 ,10,4
35861,tr,A0A494B9K7,Mus musculus ,Scyl1 ,39,1
35862,tr,A3KGC5,Mus musculus ,Pak3 ,366,1
35863,tr,A0A0A0MQG3,Mus musculus ,Ints2 ,140,1
35864,tr,A0A2R8VHT2,Mus musculus ,Cyp2d9 ,208,1
35865,tr,H3BKE2,Mus musculus ,Foxo3 ,103,1
35866,tr,A2AL20,Mus musculus ,Cat ,176,1
35867,tr,E0CXT6,Mus musculus ,Cmbl ,118,1
35868,tr,A0A1W2P7W6,Mus musculus ,Fam184a ,514,1
35869,tr,A0A0R4J1P7,Mus musculus ,Elovl2 ,275,1
35870,tr,F7BQ55,Mus musculus ,Grip2 ,119,1
35871,tr,E9QNZ7,Mus musculus ,Mrgpra2b ,331,4
35872,tr,G3UXN3,Mus musculus ,Mettl3 ,73,1
35873,tr,F7BGN3,Mus musculus ,Mthfr ,152,1
35874,tr,E0CXB4,Mus musculus ,Arhgef38 ,175,1
35875,tr,A0A1Y7VLT4,Mus musculus ,Ttc7b ,329,1
35876,tr,D3YZV7,Mus musculus ,Pnkp ,34,4
35877,tr,S4R1D3,Mus musculus ,Ano4 ,149,3
35878,tr,A0A0U1RNG6,Mus musculus ,Ggcx ,50,4
35879,tr,A0A0G2JGE5,Mus musculus ,Anapc5 ,68,1
35880,tr,A0A087WSS9,Mus musculus ,Gm21996 ,222,3
35881,tr,A0A571BE55,Mus musculus ,Slc4a4 ,171,1
35882,tr,A0A1B0GRS5,Mus musculus ,Msr1 ,213,1
35883,tr,A0A0G2JH10,Mus musculus ,Traj57 ,21,4
35884,tr,A0A3Q4EH58,Mus musculus ,Lhcgr ,251,4
35885,tr,A2A5D9,Mus musculus ,Hcrt ,106,3
35886,tr,D3YVW3,Mus musculus ,Tbc1d14 ,97,1
35887,tr,D3YZM3,Mus musculus ,Hs3st1 ,75,4
35888,tr,A0A3B2WB78,Mus musculus ,Vmn2r83 ,237,4
35889,tr,A2ASR7,Mus musculus ,Bmi1 ,159,1
35890,tr,K7N6X2,Mus musculus ,Lamtor3-ps ,186,4
35891,tr,G3UZ07,Mus musculus ,Actg1 ,268,1
35892,tr,F7BME0,Mus musculus ,Mgat4b ,252,1
35893,tr,S4R2N4,Mus musculus ,Sipa1l3 ,726,1
35894,tr,D3YZL1,Mus musculus ,Grm8 ,293,1
35895,tr,G3UX58,Mus musculus ,Pgbd5 ,432,1
35896,tr,A0A067XG49,Mus musculus ,Amot ,737,1
35897,tr,A0A0G2JGI5,Mus musculus ,Magi2 ,188,1
35898,tr,A0A1L1SQB0,Mus musculus ,Pcbp4 ,141,1
35899,tr,A0A0G2JGM4,Mus musculus ,Elp6 ,166,1
35900,tr,E9Q444,Mus musculus ,Zbtb21 ,1094,1
35901,tr,A0A140LHX3,Mus musculus ,Ptov1 ,247,1
35902,tr,A0A1W2P6P3,Mus musculus ,Nrcam ,175,1
35903,tr,A0A1Y7VMJ4,Mus musculus ,Ggps1 ,101,1
35904,tr,D3Z1B1,Mus musculus ,Plekhg2 ,63,4
35905,tr,E9Q4F1,Mus musculus ,Plppr3 ,63,4
35906,tr,E9Q690,Mus musculus ,Oxnad1 ,157,1
35907,tr,E9QQ18,Mus musculus ,Prg4 ,965,1
35908,tr,I7HIP5,Mus musculus ,Zmpste24 ,146,1
35909,tr,A0A0B4J1G5,Mus musculus ,Elf2 ,504,1
35910,tr,D3Z1Q7,Mus musculus ,Atp6v1c2 ,134,1
35911,tr,A0A140LIB1,Mus musculus ,Denn2b ,101,1
35912,tr,A0A1Y7VJJ7,Mus musculus ,Numb ,36,1
35913,tr,A0A1Y7VNP4,Mus musculus ,Eif5 ,146,1
35914,tr,H3BK90,Mus musculus ,Atad3a ,218,1
35915,tr,S4R1W5,Mus musculus ,Rbm6 ,1118,1
35916,tr,F7B851,Mus musculus ,Slco3a1 ,219,4
35917,tr,A0A494BAU5,Mus musculus ,Trpm6 ,525,4
35918,tr,A0A1Y7VP44,Mus musculus ,Zfp410 ,130,1
35919,tr,E9Q1F2,Mus musculus ,Actb ,295,1
35920,tr,G3XA16,Mus musculus ,Cabp2 ,168,4
35921,tr,E0CXK1,Mus musculus ,Zbtb20 ,75,1
35922,tr,D3Z6N0,Mus musculus ,BB014433 ,116,4
35923,tr,A0A2I3BR74,Mus musculus ,Slc22a17 ,209,4
35924,tr,E0CXJ3,Mus musculus ,Eif2s2 ,118,1
35925,tr,E9Q197,Mus musculus ,Glod4 ,279,1
35926,tr,E9Q2L8,Mus musculus ,Gabra1 ,91,4
35927,tr,A0A286YEA4,Mus musculus ,Ptprs ,208,1
35928,tr,A0A140LIR5,Mus musculus ,Zp2 ,428,1
35929,tr,A0A286YCD1,Mus musculus ,Nolc1 ,197,1
35930,tr,A0A1B0GSS7,Mus musculus ,Gm4779 ,224,1
35931,tr,E9PXU3,Mus musculus ,BC024139 ,737,3
35932,tr,D3YW29,Mus musculus ,Rexo5 ,759,1
35933,tr,D3YTN7,Mus musculus ,Agpat3 ,56,4
35934,tr,F6V431,Mus musculus ,Prrc2b ,250,1
35935,tr,A0A0G2JFR5,Mus musculus ,Pisd ,39,4
35936,tr,A0A3Q4EHV9,Mus musculus ,Eml4 ,941,1
35937,tr,L7N1Z7,Mus musculus ,Vmn2r2 ,824,4
35938,tr,A0A075B5W1,Mus musculus ,Ighv1-50 ,117,4
35939,tr,A0A5F8MPT8,Mus musculus ,Nrg1 ,695,1
35940,tr,A0A2I3BPW0,Mus musculus ,Ndrg2 ,273,1
35941,tr,B1AWK4,Mus musculus ,Meis2 ,400,1
35942,tr,D6REH1,Mus musculus ,Pxmp2 ,87,1
35943,tr,D3Z763,Mus musculus ,Boc ,1110,1
35944,tr,A0A0G2JE96,Mus musculus ,Cntrl ,139,1
35945,tr,F6V095,Mus musculus ,Nop56 ,173,1
35946,tr,D3Z1C1,Mus musculus ,Mtmr14 ,189,1
35947,tr,A0A140LIZ7,Mus musculus ,Nhsl1 ,1617,1
35948,tr,F8VQL7,Mus musculus ,Pou2f1 ,782,1
35949,tr,D6RD12,Mus musculus ,Prpf40b ,92,4
35950,tr,E9Q2Y9,Mus musculus ,Desi1 ,41,1
35951,tr,A0A0G2JDT3,Mus musculus ,Snx8 ,75,1
35952,tr,E9PW72,Mus musculus ,Gm3002 ,216,4
35953,tr,F8WGL3,Mus musculus ,Cfl1 ,227,1
35954,tr,F6Y333,Mus musculus ,Arl5b ,31,4
35955,tr,D3YZC4,Mus musculus ,Cfap298 ,198,1
35956,tr,F6SGP4,Mus musculus ,Abcb6 ,97,1
35957,tr,B1ASQ6,Mus musculus ,Zfp268 ,420,4
35958,tr,F2Z409,Mus musculus ,Dgkg ,392,1
35959,tr,A2A4X9,Mus musculus ,Zpbp2 ,304,1
35960,tr,F6UI76,Mus musculus ,Fbxo44 ,144,1
35961,tr,A0A338P761,Mus musculus ,Olfr560 ,312,3
35962,tr,A0A087WQZ9,Mus musculus ,Ly96 ,142,1
35963,tr,D3YX91,Mus musculus ,Pramel41 ,480,3
35964,tr,B7ZCP4,Mus musculus ,Cpne1 ,480,1
35965,tr,A0A075B5T4,Mus musculus ,Ighv1-4 ,117,4
35966,tr,E9PXV3,Mus musculus ,Camk2d ,160,1
35967,tr,A0A087WRG0,Mus musculus ,Pfkfb2 ,533,1
35968,tr,D3YYW6,Mus musculus ,Ccdc192 ,175,4
35969,tr,E9QL80,Mus musculus ,Lpgat1 ,409,1
35970,tr,F6T4M4,Mus musculus ,Srrm1 ,140,1
35971,tr,A0A0J9YV18,Mus musculus ,Yipf7 ,108,4
35972,tr,D3Z4Q7,Mus musculus ,Slc39a14 ,64,4
35973,tr,H3BL19,Mus musculus ,Mia2 ,725,1
35974,tr,A0A2I3BPV1,Mus musculus ,Oxnad1 ,76,1
35975,tr,A0A571BEC9,Mus musculus ,Plin4 ,1601,1
35976,tr,A0A0J9YV93,Mus musculus ,Zeb2 ,91,1
35977,tr,A2AGG1,Mus musculus ,Ttc17 ,625,1
35978,tr,A0A075B5X3,Mus musculus ,Ighv1-64 ,117,4
35979,tr,A2AW49,Mus musculus ,Zfp46 ,157,4
35980,tr,A0A0G2JFW6,Mus musculus ,Rprd2 ,1386,1
35981,tr,D3Z7F6,Mus musculus ,Cyp2t4 ,495,3
35982,tr,B8JJX7,Mus musculus ,Smn1 ,161,1
35983,tr,D3YV25,Mus musculus ,Arf3 ,49,4
35984,tr,D3Z3X1,Mus musculus ,Hsd3b7 ,338,1
35985,tr,V9GXJ0,Mus musculus ,Col27a1 ,943,4
35986,tr,A0A0J9YU32,Mus musculus ,Rpl6 ,74,1
35987,tr,A0A0R4J1A7,Mus musculus ,Arid3a ,599,1
35988,tr,A0A2I3BS47,Mus musculus ,Vmn1r70 ,279,3
35989,tr,A0A140LIF7,Mus musculus ,Prmt1 ,113,1
35990,tr,G3UY98,Mus musculus ,Mettl3 ,36,1
35991,tr,F6YWG4,Mus musculus ,Arhgap4 ,199,1
35992,tr,F7D1Q2,Mus musculus ,Tmem44 ,211,1
35993,tr,B7ZCA9,Mus musculus ,Tefm ,221,1
35994,tr,E9Q990,Mus musculus ,Tcf7l2 ,435,1
35995,tr,E9Q0R6,Mus musculus ,Tas1r2 ,814,4
35996,tr,A0A3B2W430,Mus musculus ,Srpk1 ,280,1
35997,tr,D3YWG5,Mus musculus ,Tsen34 ,158,1
35998,tr,A0A338P750,Mus musculus ,Eva1c ,333,1
35999,tr,E9Q8Z3,Mus musculus ,Gm15056 ,85,4
36000,tr,D3YVH9,Mus musculus ,Zc3h7a ,84,1
36001,tr,H9KV14,Mus musculus ,Adtrp ,167,3
36002,tr,E9Q7A8,Mus musculus ,Eci2 ,119,1
36003,tr,B1ATA0,Mus musculus ,Tmem94 ,299,1
36004,tr,F6V7K3,Mus musculus ,Npepps ,247,1
36005,tr,A0A494BAQ9,Mus musculus ,Fam170a ,370,1
36006,tr,S4R270,Mus musculus ,Bin2 ,505,1
36007,tr,H3BL10,Mus musculus ,Bnc2 ,239,1
36008,tr,F6QZ47,Mus musculus ,Ctnnb1 ,145,1
36009,tr,A0A1D5RLE8,Mus musculus ,Cmtm3 ,118,1
36010,tr,A0A494B9J9,Mus musculus ,Grk2 ,26,4
36011,tr,A0A2I3BRI9,Mus musculus ,Tiam2 ,142,1
36012,tr,B2FDG6,Mus musculus ,Fcnb ,112,4
36013,tr,G3UY51,Mus musculus ,Agpat1 ,83,4
36014,tr,D3YUM9,Mus musculus ,Mtus2 ,170,1
36015,tr,F6XVM5,Mus musculus ,Atp5o ,71,1
36016,tr,F6TK47,Mus musculus ,Depdc5 ,976,1
36017,tr,A0A0R4J110,Mus musculus ,Dio1 ,257,1
36018,tr,A0A087WQF1,Mus musculus ,Clasp1 ,1468,1
36019,tr,E9QNY9,Mus musculus ,Clasp1 ,1526,1
36020,tr,A0A0A6YXY4,Mus musculus ,Trbj1-4 ,17,4
36021,tr,E9Q2J8,Mus musculus ,Caps2 ,592,4
36022,tr,A0A494BAR9,Mus musculus ,Rnf14 ,28,1
36023,tr,D3Z409,Mus musculus ,Git2 ,201,1
36024,tr,F6WL03,Mus musculus ,Pigx ,60,4
36025,tr,D3YV95,Mus musculus ,Pth2r ,174,4
36026,tr,A0A140LJF1,Mus musculus ,Nr2f2 ,170,1
36027,tr,E0CXE3,Mus musculus ,Cntn6 ,956,1
36028,tr,D3YW77,Mus musculus ,Fgfr1 ,50,4
36029,tr,E9Q479,Mus musculus ,H2-Ob ,245,1
36030,tr,A0A494B903,Mus musculus ,Pnliprp1 ,35,1
36031,tr,A2AWH8,Mus musculus ,Pdhx ,220,1
36032,tr,A0A1L1STL2,Mus musculus ,Zfp445 ,111,4
36033,tr,A0A286YDU0,Mus musculus ,Rasa1 ,497,1
36034,tr,M0QW97,Mus musculus ,Slc9c1 ,520,3
36035,tr,G3UWL4,Mus musculus ,Exosc10 ,31,4
36036,tr,H3BKR2,Mus musculus ,Gnb1 ,273,1
36037,tr,A0A0G2JE04,Mus musculus ,Adam22 ,175,4
36038,tr,A0A087WS65,Mus musculus ,Trip12 ,65,1
36039,tr,F6RGI3,Mus musculus ,Lcor ,1242,1
36040,tr,F6YRR2,Mus musculus ,Rgs12 ,107,1
36041,tr,A2AT40,Mus musculus ,Orc3 ,277,1
36042,tr,E9PWR7,Mus musculus ,Evi5 ,660,1
36043,tr,A0A338P793,Mus musculus ,Vmn2r94 ,469,4
36044,tr,E0CYH3,Mus musculus ,Zbtb20 ,138,1
36045,tr,A0A571BGC3,Mus musculus ,Dnah14 ,4596,3
36046,tr,E9QA84,Mus musculus ,Rcbtb2 ,90,4
36047,tr,Z4YLG3,Mus musculus ,Clec16a ,1036,1
36048,tr,A2ALQ9,Mus musculus ,Melk ,133,1
36049,tr,A0A087WSU7,Mus musculus ,Kif1a ,109,1
36050,tr,B1AU20,Mus musculus ,Fgf13 ,187,1
36051,tr,D3Z3H9,Mus musculus ,Vdr ,75,1
36052,tr,A0A087WS44,Mus musculus ,Sulf1 ,37,4
36053,tr,A2A6G8,Mus musculus ,Lasp1 ,103,1
36054,tr,A0A1W2P724,Mus musculus ,Pomc ,44,4
36055,tr,A2ANL1,Mus musculus ,Slc23a2 ,41,1
36056,tr,A0A494BAP9,Mus musculus ,Smndc1 ,83,1
