,sptr,accession,organism,GN,length
34327,tr,Q5F209,Mus musculus ,Osbp2 ,155
34328,tr,F6RF61,Mus musculus ,Ctu2 ,107
34329,tr,F7BCD5,Mus musculus ,Ttc19 ,202
34330,tr,F8WGM2,Mus musculus ,Phf21b ,475
34331,tr,D6RHB9,Mus musculus ,Cox18 ,124
34332,tr,A0A0G2JDV3,Mus musculus ,Gbp6 ,611
34333,tr,A2APZ2,Mus musculus ,Ntmt1 ,78
34334,tr,A0A494B9A0,Mus musculus ,Pank1 ,251
34335,tr,A0A087WNR1,Mus musculus ,Fam168b ,92
34336,tr,E9Q114,Mus musculus ,Atp8b2 ,128
34337,tr,A2AIR2,Mus musculus ,Rnf20 ,606
34338,tr,E9Q1Y4,Mus musculus ,Mctp1 ,187
34339,tr,V9GWZ6,Mus musculus ,Camsap1 ,47
34340,tr,A8Y5E7,Mus musculus ,Azin2 ,323
34341,tr,G3V000,Mus musculus ,Otx1 ,150
34342,tr,D3Z1I2,Mus musculus ,Git2 ,681
34343,tr,A0A0B4J1I2,Mus musculus ,Igkv4-92 ,117
34344,tr,A0A0A0MQI3,Mus musculus ,Tshz2 ,561
34345,tr,F6XZ79,Mus musculus ,Dcaf17 ,58
34346,tr,D6RET6,Mus musculus ,Gpatch1 ,883
34347,tr,F6U3I4,Mus musculus ,Phf12 ,50
34348,tr,D3YYH5,Mus musculus ,Slc66a2 ,149
34349,tr,A0A0N4SV02,Mus musculus ,Olfr1352 ,122
34350,tr,K7N6U8,Mus musculus ,Gm8094 ,211
34351,tr,E9Q0C1,Mus musculus ,Sh3kbp1 ,447
34352,tr,E0CYN0,Mus musculus ,Agmo ,114
34353,tr,A0A0A6YWF4,Mus musculus ,Exo1 ,246
34354,tr,F6X8L5,Mus musculus ,Pgls ,188
34355,tr,D3YUM3,Mus musculus ,Nfe2 ,202
34356,tr,D3YVI2,Mus musculus ,Unc45a ,84
34357,tr,E9Q7N9,Mus musculus ,Dnah11 ,4488
34358,tr,E9Q5B6,Mus musculus ,Hnrnpd ,107
34359,tr,D6RCX1,Mus musculus ,Slc25a38 ,138
34360,tr,A0A0A6YXV9,Mus musculus ,Ifi209 ,213
34361,tr,A0A0G2JF79,Mus musculus ,Cdkl5 ,923
34362,tr,E9Q1F7,Mus musculus ,Kat2b ,211
34363,tr,A2AJ20,Mus musculus ,Npdc1 ,231
34364,tr,F6QWT6,Mus musculus ,Crem ,125
34365,tr,A2AAU5,Mus musculus ,Helz ,935
34366,tr,A0A1W2P7F5,Mus musculus ,Enpp3 ,22
34367,tr,A0A0U1RQ21,Mus musculus ,Olfr59 ,183
34368,tr,E9Q6D9,Mus musculus ,Tbp ,128
34369,tr,D3Z5H7,Mus musculus ,Def8 ,97
34370,tr,J3QN38,Mus musculus ,Gm21972 ,98
34371,tr,A0A2I3BR88,Mus musculus ,Dis3 ,116
34372,tr,A0A140LIK5,Mus musculus ,Nrg1 ,462
34373,tr,A2AEF3,Mus musculus ,Psrc1 ,172
34374,tr,A0A1D5RLN3,Mus musculus ,Alkbh8 ,142
34375,tr,A0A140LJA2,Mus musculus ,Tcf4 ,80
34376,tr,A0A3Q4EI78,Mus musculus ,Aqp4 ,83
34377,tr,G3UXT9,Mus musculus ,Usp13 ,534
34378,tr,D3Z0B3,Mus musculus ,Acacb ,146
34379,tr,A0A140LHE1,Mus musculus ,Snapc2 ,55
34380,tr,E9Q2S8,Mus musculus ,Psmd2 ,60
34381,tr,A0A2R8VK76,Mus musculus ,Cpsf1 ,1450
34382,tr,D3Z7N2,Mus musculus ,Eef1d ,129
34383,tr,A0A1W2P6T8,Mus musculus ,Ccdc162 ,912
34384,tr,A0A2I3BQL0,Mus musculus ,Vmn1r67 ,244
34385,tr,A0A0R4J0I1,Mus musculus ,Serpina3k ,418
34386,tr,A0A494BAV4,Mus musculus ,Acy3 ,98
34387,tr,A0A0G2JDE8,Mus musculus ,Anapc5 ,656
34388,tr,G3UWK0,Mus musculus ,Selenbp2 ,128
34389,tr,F6S0I8,Mus musculus ,Cdkal1 ,107
34390,tr,A0A1Y7VIY8,Mus musculus ,Pramel51 ,323
34391,tr,F6YWB5,Mus musculus ,Tmem256 ,105
34392,tr,A0A087WQG6,Mus musculus ,Rgs6 ,465
34393,tr,F7C9J3,Mus musculus ,Abhd15 ,108
34394,tr,A2A4E2,Mus musculus ,Fam90a1a ,429
34395,tr,H3BL90,Mus musculus ,Dlgap4 ,42
34396,tr,E9Q4W0,Mus musculus ,Oxnad1 ,61
34397,tr,B1AWQ4,Mus musculus ,Espn ,881
34398,tr,A0A140LHR4,Mus musculus ,Serpinh1 ,203
34399,tr,E9PY18,Mus musculus ,Vrk3 ,119
34400,tr,F7D254,Mus musculus ,Tmc6 ,111
34401,tr,Q5SPX8,Mus musculus ,Tbc1d10a ,534
34402,tr,A6X940,Mus musculus ,Fermt2 ,258
34403,tr,A0A3B2WD89,Mus musculus ,Vmn2r83 ,442
34404,tr,D3YYW5,Mus musculus ,Crybb3 ,79
34405,tr,A0A0N4SUL5,Mus musculus ,Tmem176a ,44
34406,tr,A0A2I3BQX5,Mus musculus ,Laptm4b ,44
34407,tr,D3Z4P8,Mus musculus ,Gm20479 ,42
34408,tr,A0A0G2JGA4,Mus musculus ,Abcd3 ,58
34409,tr,A0A286YDB5,Mus musculus ,Kcnma1 ,477
34410,tr,A0A1W2P761,Mus musculus ,Zup1 ,94
34411,tr,A0A140LI24,Mus musculus ,Relb ,116
34412,tr,A2AVV6,Mus musculus ,Capn3 ,785
34413,tr,S4R186,Mus musculus ,Wdr45 ,83
34414,tr,A0A0U1RP96,Mus musculus ,Lilra6 ,323
34415,tr,D3YZJ2,Mus musculus ,Lgals3 ,139
34416,tr,E9Q0S6,Mus musculus ,Tns1 ,1888
34417,tr,A0A1D5RLK8,Mus musculus ,Gm36368 ,91
34418,tr,E9Q1H5,Mus musculus ,Pcid2 ,128
34419,tr,D3Z346,Mus musculus ,Tomm40l ,95
34420,tr,S4R2A3,Mus musculus ,Kctd10 ,100
34421,tr,A0A3B2W7J8,Mus musculus ,Plec ,1646
34422,tr,A0A5F8MPU4,Mus musculus ,Prkg1 ,382
34423,tr,E9Q119,Mus musculus ,Mier2 ,38
34424,tr,A0A0U1RNM3,Mus musculus ,Hpn ,137
34425,tr,F6WCT1,Mus musculus ,Chrdl2 ,221
34426,tr,B1AR76,Mus musculus ,Bcas3 ,458
34427,tr,A0A140LIE3,Mus musculus ,Olfr573-ps1 ,296
34428,tr,L7N225,Mus musculus ,Mrgpra9 ,331
34429,tr,A0A087WRD0,Mus musculus ,Bivm ,58
34430,tr,E9PVQ2,Mus musculus ,C5ar2 ,358
34431,tr,A0A140LII1,Mus musculus ,Denn2b ,26
34432,tr,E9QK20,Mus musculus ,Cacna1e ,1965
34433,tr,A0A494B9J3,Mus musculus ,Fkbp2 ,229
34434,tr,A0A494BB53,Mus musculus ,Kcnn2 ,78
34435,tr,A0A1L1SV12,Mus musculus ,Med17 ,211
34436,tr,A0A1W2P6Q6,Mus musculus ,Ap3d1 ,122
34437,tr,A0A0G2JG75,Mus musculus ,Srrt ,52
34438,tr,G3X9W7,Mus musculus ,Runx1 ,387
34439,tr,D6RCV6,Mus musculus ,Cenpa ,42
34440,tr,G3UY92,Mus musculus ,Vmn1r158 ,307
34441,tr,D6RCW6,Mus musculus ,Atp6v1c2 ,187
34442,tr,A0A087WRX1,Mus musculus ,9130401M01Rik ,87
34443,tr,D6RGL6,Mus musculus ,Ptgr2 ,56
34444,tr,V9GX19,Mus musculus ,Hepacam2 ,153
34445,tr,A0A0A6YY41,Mus musculus ,Ighv1-47 ,117
34446,tr,A0A1W2P7J6,Mus musculus ,Uhrf1bp1l ,167
34447,tr,D3YXK6,Mus musculus ,Erf ,149
34448,tr,F6ZFU0,Mus musculus ,Eef1d ,552
34449,tr,G3X8U3,Mus musculus ,2210016F16Rik ,338
34450,tr,A0A1B0GT97,Mus musculus ,Kdelr1 ,138
34451,tr,A0A0M3HEP3,Mus musculus ,Lias ,289
34452,tr,A0A0A6YW64,Mus musculus ,St6galnac6 ,28
34453,tr,A0A0A6YXH0,Mus musculus ,Flg ,256
34454,tr,F6XGJ4,Mus musculus ,Gm17093 ,214
34455,tr,S4R2H3,Mus musculus ,Anks1b ,394
34456,tr,A0A3B2W7K7,Mus musculus ,Brpf3 ,50
34457,tr,E3W998,Mus musculus ,1700028K03Rik ,175
34458,tr,E9Q4H9,Mus musculus ,Zfp414 ,229
34459,tr,F7BZY0,Mus musculus ,Commd1 ,140
34460,tr,H3BKL5,Mus musculus ,Acaa1a ,373
34461,tr,E9PZ81,Mus musculus ,Hr ,1211
34462,tr,D3Z194,Mus musculus ,Osbpl3 ,850
34463,tr,E9PVW4,Mus musculus ,Vsig10 ,531
34464,tr,G3UXR5,Mus musculus ,Baz1a ,86
34465,tr,D3YY31,Mus musculus ,Slco2b1 ,85
34466,tr,A0A5K1VVR8,Mus musculus ,Kctd11 ,271
34467,tr,H3BKD1,Mus musculus ,Dusp3 ,118
34468,tr,A0A0G2JF50,Mus musculus ,Traj32 ,22
34469,tr,A0A140T8W1,Mus musculus ,Col6a5 ,2640
34470,tr,B2FDH2,Mus musculus ,Pbx3 ,54
34471,tr,G3UZA7,Mus musculus ,Sumo3 ,113
34472,tr,A0A0G2JDK3,Mus musculus ,Rabggtb ,149
34473,tr,A0A571BE87,Mus musculus ,Zfp827 ,1346
34474,tr,A0A6I8MWW5,Mus musculus ,Nrg2 ,643
34475,tr,K3W4M1,Mus musculus ,Dnajc4 ,261
34476,tr,E9PWX0,Mus musculus ,Med16 ,104
34477,tr,A0A2R8VHG9,Mus musculus ,Csad ,35
34478,tr,A0A0U1RNE7,Mus musculus ,Tm2d3 ,252
34479,tr,K3W4M7,Mus musculus ,Dhx33 ,82
34480,tr,D3YZI8,Mus musculus ,Zbtb7a ,44
34481,tr,A0A0U1RPS2,Mus musculus ,Ino80e ,125
34482,tr,D6RGA5,Mus musculus ,Bcas2 ,78
34483,tr,A0A2R8VH99,Mus musculus ,Nudt16l1 ,199
34484,tr,A0A6I8MWY4,Mus musculus ,Pik3c2b ,240
34485,tr,D3Z2F6,Mus musculus ,Gmfg ,86
34486,tr,A0A3Q4L367,Mus musculus ,Adcyap1 ,79
34487,tr,A0A0N4SVR5,Mus musculus ,Rasgef1a ,498
34488,tr,D3Z1U5,Mus musculus ,Dnaja4 ,207
34489,tr,A0A6I8MWW2,Mus musculus ,Dnajc7 ,156
34490,tr,D3Z028,Mus musculus ,Asns ,127
34491,tr,A0A0A6YXG8,Mus musculus ,Flvcr1 ,246
34492,tr,Z4YKT6,Mus musculus ,Dhrs7b ,308
34493,tr,A0A571BD32,Mus musculus ,Atp13a1 ,69
34494,tr,D3Z7R6,Mus musculus ,Cnn2 ,266
34495,tr,D3YVX2,Mus musculus ,Ccdc7a ,348
34496,tr,A0A286YDN4,Mus musculus ,Sec24c ,90
34497,tr,F6U5E3,Mus musculus ,Greb1 ,121
34498,tr,E9Q045,Mus musculus ,Hps1 ,635
34499,tr,A0A7P0A158,Mus musculus ,Atg4a ,88
34500,tr,A0A3B2WCF4,Mus musculus ,Gm7072 ,689
34501,tr,A2ARQ6,Mus musculus ,Serinc4 ,432
34502,tr,A0A0R4J212,Mus musculus ,Nedd9 ,833
34503,tr,A0A171EBK7,Mus musculus ,Vsir ,309
34504,tr,A0A087WQI8,Mus musculus ,Nadk2 ,38
34505,tr,F6V305,Mus musculus ,Uqcc1 ,243
34506,tr,A0A2R8VHS8,Mus musculus ,Tmem106c ,166
34507,tr,L7MU96,Mus musculus ,Pramel30 ,475
34508,tr,E9Q8Q1,Mus musculus ,Babam2 ,43
34509,tr,E9Q3M0,Mus musculus ,Smad2 ,434
34510,tr,F7BQE4,Mus musculus ,Arhgef10 ,988
34511,tr,A0A0N4SUV2,Mus musculus ,Dusp16 ,143
34512,tr,D6RG47,Mus musculus ,Cops4 ,36
34513,tr,S4R2I3,Mus musculus ,Ing3 ,56
34514,tr,H3BIX7,Mus musculus ,Atp2c1 ,926
34515,tr,F8WIG2,Mus musculus ,Begain ,619
34516,tr,A0A140LHD6,Mus musculus ,Serpinh1 ,53
34517,tr,A2CG77,Mus musculus ,Ehmt2 ,441
34518,tr,D3YYG0,Mus musculus ,Ikzf5 ,123
34519,tr,F6TL71,Mus musculus ,Pip5k1c ,73
34520,tr,D6RFD3,Mus musculus ,P4ha3 ,65
34521,tr,A0A3Q4EHJ7,Mus musculus ,Ankrd29 ,202
34522,tr,F6SB80,Mus musculus ,Lsamp ,139
34523,tr,A0A286YCN8,Mus musculus ,Sorbs1 ,170
34524,tr,A0A087WNL0,Mus musculus ,Calm5 ,117
34525,tr,A0A087WSE0,Mus musculus ,Serpina1b ,36
34526,tr,A0A1L1SQI7,Mus musculus ,Lysmd2 ,104
34527,tr,E9Q754,Mus musculus ,Vrk3 ,170
34528,tr,A0A1L1SV66,Mus musculus ,Scg3 ,84
34529,tr,A0A286YDX0,Mus musculus ,Zfp459 ,166
34530,tr,A0A0J9YU05,Mus musculus ,Wdr1 ,333
34531,tr,A2ASL5,Mus musculus ,Gzf1 ,146
34532,tr,D6RCX3,Mus musculus ,Sntg2 ,223
34533,tr,A0A0J9YVD2,Mus musculus ,Ptprz1 ,1612
34534,tr,A0A2R8VI52,Mus musculus ,Cyp2d9 ,103
34535,tr,G5E8M9,Mus musculus ,Icam2 ,162
34536,tr,H3BLM4,Mus musculus ,Pias3 ,27
34537,tr,A0A0G2JGH8,Mus musculus ,Zgrf1 ,662
34538,tr,E0CXQ5,Mus musculus ,Unc5cl ,67
34539,tr,D3YUH5,Mus musculus ,Gbp3 ,135
34540,tr,A0A0R4J132,Mus musculus ,Mybl1 ,751
34541,tr,F6VG99,Mus musculus ,Lmo7 ,1604
34542,tr,B1AQX6,Mus musculus ,Srcin1 ,1174
34543,tr,H3BKV1,Mus musculus ,Abhd5 ,38
34544,tr,G3UZ92,Mus musculus ,Ube2g2 ,96
34545,tr,A0A3B2W3Z9,Mus musculus ,Vmn2r18 ,478
34546,tr,Q5NCU3,Mus musculus ,Sparc ,172
34547,tr,A0A494B9E6,Mus musculus ,Tjp2 ,171
34548,tr,A0A1B0GSB6,Mus musculus ,Sprn ,95
34549,tr,A0A1Y7VNT1,Mus musculus ,Habp4 ,342
34550,tr,G3UXJ5,Mus musculus ,Rusc2 ,803
34551,tr,J3QP94,Mus musculus ,Recql5 ,305
34552,tr,A0A494BAU9,Mus musculus ,Ecscr ,190
34553,tr,E9Q580,Mus musculus ,Myo1b ,1084
34554,tr,A2BDN7,Mus musculus ,Med14 ,700
34555,tr,A0A6Q6RNR6,Mus musculus ,1190005I06Rik ,76
34556,tr,J3QMK1,Mus musculus ,Sgo2b ,1167
34557,tr,A0A087WSR7,Mus musculus ,Agfg1 ,537
34558,tr,A0A140LHC1,Mus musculus ,Wdr45 ,318
34559,tr,D6RGL4,Mus musculus ,Ankrd16 ,166
34560,tr,E9Q0T0,Mus musculus ,Ppt2 ,203
34561,tr,D6RFS0,Mus musculus ,Emd ,65
34562,tr,A3KGR6,Mus musculus ,Rem1 ,69
34563,tr,G3UWE7,Mus musculus ,Kcnj1 ,392
34564,tr,A0A1W2P8A1,Mus musculus ,Cabin1 ,18
34565,tr,A0A0G2JF04,Mus musculus ,Csn2 ,215
34566,tr,B1AZ15,Mus musculus ,Cobll1 ,1240
34567,tr,Q5SVM0,Mus musculus ,Prl2c1 ,226
34568,tr,A0A0G2JFL1,Mus musculus ,Metap1 ,116
34569,tr,E9Q6Q0,Mus musculus ,Lnx1 ,618
34570,tr,E9PWE6,Mus musculus ,Nfe2l3 ,264
34571,tr,A0A1B0GSH3,Mus musculus ,Lrp2bp ,68
34572,tr,A0A1B0GQZ1,Mus musculus ,Mrpl23 ,101
34573,tr,A0A1B0GSP4,Mus musculus ,Lmtk3 ,77
34574,tr,F8WH20,Mus musculus ,Osbpl3 ,819
34575,tr,T1ECW4,Mus musculus ,Rbpms ,191
34576,tr,A2AVR3,Mus musculus ,Mroh7 ,148
34577,tr,A0A1W2P7V0,Mus musculus ,Gopc ,403
34578,tr,E9Q2K0,Mus musculus ,Rell2 ,135
34579,tr,A0A0A6YVS8,Mus musculus ,Kcnh1 ,98
34580,tr,A0A0A6YY63,Mus musculus ,Parp1 ,68
34581,tr,A0A087WNV0,Mus musculus ,Gm28372 ,220
34582,tr,G3UW55,Mus musculus ,Lbhd2 ,114
34583,tr,A0A1B0GT37,Mus musculus ,Tnpo2 ,137
34584,tr,A0A0G2JGP4,Mus musculus ,Nras ,183
34585,tr,A0A494B9X7,Mus musculus ,Ndst1 ,64
34586,tr,E9QLR8,Mus musculus ,Trim66 ,1344
34587,tr,B1ATD1,Mus musculus ,Lcp2 ,523
34588,tr,A0A1I7Q4A1,Mus musculus ,Cdkn2aip ,119
34589,tr,A0A087WPN2,Mus musculus ,Gm3604 ,559
34590,tr,V9GXX5,Mus musculus ,Atf7 ,54
34591,tr,F7D1I5,Mus musculus ,Gypc ,72
34592,tr,A0A075B621,Mus musculus ,Trav6n-5 ,112
34593,tr,E9Q623,Mus musculus ,BC051665 ,330
34594,tr,A0A5F8MP88,Mus musculus ,Kcp ,728
34595,tr,D3Z0L4,Mus musculus ,Chchd3 ,192
34596,tr,A0A087WRI3,Mus musculus ,Cfap77 ,283
34597,tr,A0A1B0GT29,Mus musculus ,Clcn4 ,716
34598,tr,G3UWN8,Mus musculus ,Banp ,179
34599,tr,J3QQ30,Mus musculus ,Pitpna ,271
34600,tr,A0A1B0GT78,Mus musculus ,Hook2 ,692
34601,tr,A0A075B5R8,Mus musculus ,Ighv11-2 ,117
34602,tr,J3QP59,Mus musculus ,Atxn2l ,218
34603,tr,A0A494BBJ7,Mus musculus ,Rnf14 ,142
34604,tr,A2A4J1,Mus musculus ,Psme3 ,203
34605,tr,G3UX67,Mus musculus ,Psmd11 ,67
34606,tr,G3UYH0,Mus musculus ,Foxa2 ,275
34607,tr,A0A140T8U2,Mus musculus ,Cenps ,77
34608,tr,B8JJD1,Mus musculus ,Fance ,151
34609,tr,D3YYJ5,Mus musculus ,Fcrls ,176
34610,tr,H3BJQ5,Mus musculus ,Clec4e ,185
34611,tr,D3YY36,Mus musculus ,1300017J02Rik ,622
34612,tr,F6U6L3,Mus musculus ,Phf21a ,185
34613,tr,D3Z2J2,Mus musculus ,Fam114a1 ,176
34614,tr,A0A075B6C1,Mus musculus ,Trav7-4 ,113
34615,tr,D3Z453,Mus musculus ,Tbp ,76
34616,tr,E9Q2P9,Mus musculus ,Fxn ,145
34617,tr,A0A286YCM9,Mus musculus ,Cdc37l1 ,113
34618,tr,A0A140LHG4,Mus musculus ,Olfr1446 ,89
34619,tr,A0A494BB86,Mus musculus ,Actr1a ,332
34620,tr,A2ADB4,Mus musculus ,Clcnka ,192
34621,tr,V9GX28,Mus musculus ,Ets1 ,272
34622,tr,A0A0G2JFU3,Mus musculus ,Hip1r ,165
34623,tr,D3YTL6,Mus musculus ,Snrnp35 ,121
34624,tr,G3UZG0,Mus musculus ,Fam216b ,72
34625,tr,G3UZN3,Mus musculus ,Pitx3 ,90
34626,tr,D3Z6W9,Mus musculus ,Ndufb5 ,181
34627,tr,A0A0U1RNL6,Mus musculus ,Slc5a2 ,154
34628,tr,B1ATR3,Mus musculus ,Tex2 ,168
34629,tr,G5E8R8,Mus musculus ,Ubxn7 ,489
34630,tr,E9PVA6,Mus musculus ,Git2 ,759
34631,tr,E9Q0Q9,Mus musculus ,Lin37 ,234
34632,tr,D6RJ60,Mus musculus ,Eif4a2 ,96
34633,tr,B1ATA9,Mus musculus ,Llgl2 ,158
34634,tr,A0A494BBJ9,Mus musculus ,As3mt ,99
34635,tr,A0A0G2JGZ6,Mus musculus ,Rorc ,495
34636,tr,F6Q8J5,Mus musculus ,Mcph1 ,256
34637,tr,F6QKK2,Mus musculus ,Arl8a ,165
34638,tr,A0A2I3BRP4,Mus musculus ,Styx ,55
34639,tr,F2Z476,Mus musculus ,Brinp3 ,90
34640,tr,E9PV03,Mus musculus ,Nbeal1 ,1179
34641,tr,A0A0A6YXZ5,Mus musculus ,Tma7 ,39
34642,tr,E9Q878,Mus musculus ,Agtpbp1 ,86
34643,tr,A0A1W2P7D6,Mus musculus ,Nt5c1b ,382
34644,tr,A2A6D0,Mus musculus ,Nfe2l1 ,148
34645,tr,E9Q8J9,Mus musculus ,Wsb2 ,406
34646,tr,F6Y6V5,Mus musculus ,Ndufb5 ,135
34647,tr,E9PYI0,Mus musculus ,Adgrf4 ,67
34648,tr,A0A140LJ03,Mus musculus ,Cdcp3 ,286
34649,tr,A2AHX3,Mus musculus ,Lrsam1 ,58
34650,tr,A2AEV5,Mus musculus ,Wdr45 ,325
34651,tr,A0A1L1SUS6,Mus musculus ,Lars2 ,88
34652,tr,A0A494B9N4,Mus musculus ,Syt7 ,479
34653,tr,D3Z6E2,Mus musculus ,Fgf1 ,78
34654,tr,K7E6F0,Mus musculus ,Prss44 ,144
34655,tr,A0A1L1SQH2,Mus musculus ,Olfr271-ps1 ,283
34656,tr,A0A1B0GT68,Mus musculus ,Gm45717 ,152
34657,tr,A0A0R4J1Z3,Mus musculus ,Tmem33 ,246
34658,tr,J3KMK0,Mus musculus ,Hbs1l ,140
34659,tr,H3BJK6,Mus musculus ,Alg9 ,87
34660,tr,D3YTY0,Mus musculus ,Spink2 ,56
34661,tr,H3BJN5,Mus musculus ,Golph3l ,171
34662,tr,D6RDS9,Mus musculus ,Stt3a ,69
34663,tr,E9Q8N6,Mus musculus ,Aknad1 ,675
34664,tr,A0A2I3BRY0,Mus musculus ,Cplane1 ,31
34665,tr,A0A1B0GS62,Mus musculus ,Nup98 ,230
34666,tr,F7AYC4,Mus musculus ,Rwdd3 ,97
34667,tr,J3QP46,Mus musculus ,Slc2a4 ,57
34668,tr,A2A839,Mus musculus ,Epb41 ,639
34669,tr,F7AVI9,Mus musculus ,Oxsr1 ,139
34670,tr,E9Q3V7,Mus musculus ,Trnau1ap ,86
34671,tr,A0A0A6YWA5,Mus musculus ,Srsf4 ,56
34672,tr,A0A286YDI4,Mus musculus ,Arhgef28 ,1324
34673,tr,F7AJZ3,Mus musculus ,Tubgcp3 ,86
34674,tr,A0A1D5RLU1,Mus musculus ,Gm45826 ,28
34675,tr,A0A5F8MPC1,Mus musculus ,Phactr3 ,128
34676,tr,A0A140LHY4,Mus musculus ,Arnt2 ,206
34677,tr,A0A1C7CYU5,Mus musculus ,Fam160a2 ,989
34678,tr,A0A140LI37,Mus musculus ,Wdr45 ,83
34679,tr,E9PY45,Mus musculus ,Slc25a22 ,222
34680,tr,E9PX63,Mus musculus ,H2-Q1 ,341
34681,tr,D3Z6H3,Mus musculus ,Dctn6 ,185
34682,tr,A0A1Y7VE86,Mus musculus ,Aars ,7
34683,tr,A2AM80,Mus musculus ,Fam43b ,330
34684,tr,G3UWR7,Mus musculus ,Nnat ,125
34685,tr,F6WME2,Mus musculus ,Coro6 ,14
34686,tr,E9Q1Q9,Mus musculus ,Khk ,343
34687,tr,J3QMI2,Mus musculus ,Zfp799 ,647
34688,tr,A0A571BEU9,Mus musculus ,Kif13a ,167
34689,tr,A0A1C7ZMZ9,Mus musculus ,Fbln2 ,10
34690,tr,E9Q478,Mus musculus ,Ccdc77 ,200
34691,tr,A0A075B645,Mus musculus ,Trav14n-3 ,120
34692,tr,F6SI14,Mus musculus ,Ankhd1 ,219
34693,tr,A0A1D5RLK9,Mus musculus ,Adgrg1 ,185
34694,tr,Q5SVE7,Mus musculus ,Egfr ,136
34695,tr,A0A286YD59,Mus musculus ,Kcnma1 ,1171
34696,tr,A0A338P6G6,Mus musculus ,Hmga1 ,87
34697,tr,A0A2I3BR75,Mus musculus ,Mettl6 ,53
34698,tr,A0A338P6Q8,Mus musculus ,Ndufs4 ,55
34699,tr,E9Q748,Mus musculus ,Slpi ,107
34700,tr,F6XX07,Mus musculus ,Gm21970 ,295
34701,tr,A0A1B0GRE4,Mus musculus ,Aga ,55
34702,tr,A0A571BE80,Mus musculus ,Lrp8 ,787
34703,tr,E9PWH6,Mus musculus ,Heatr3 ,562
34704,tr,A0A0A6YWI8,Mus musculus ,Slc38a3 ,125
34705,tr,A0A0J9YUY0,Mus musculus ,Eif2b4 ,245
34706,tr,A0A494BBH7,Mus musculus ,Ankrd1 ,262
34707,tr,F6U9F5,Mus musculus ,Crem ,223
34708,tr,A0A2I3BQZ7,Mus musculus ,Retreg1 ,145
34709,tr,F6ZHZ9,Mus musculus ,Ptpn4 ,72
34710,tr,A0A140LI99,Mus musculus ,Dnah3 ,978
34711,tr,E9QLS6,Mus musculus ,Pik3c3 ,848
34712,tr,D3Z1H7,Mus musculus ,Trpv4 ,811
34713,tr,E9Q8C1,Mus musculus ,Sgk1 ,404
34714,tr,A0A3B2W7H0,Mus musculus ,Tcp11 ,454
34715,tr,E9PZ45,Mus musculus ,A630010A05Rik ,228
34716,tr,K7N5V5,Mus musculus ,Gm5862 ,267
34717,tr,E9QPA1,Mus musculus ,Ric1 ,1422
34718,tr,E9PVT3,Mus musculus ,Otoa ,209
34719,tr,A0A087WSH2,Mus musculus ,Rgs6 ,437
34720,tr,E9Q7V6,Mus musculus ,Pde1c ,622
34721,tr,A0A075B5L7,Mus musculus ,Igkv4-80 ,116
34722,tr,A0A494BB02,Mus musculus ,Capn1 ,79
34723,tr,A0A6Q6PLP7,Mus musculus ,Fam83c ,730
34724,tr,A0A1W2P6N2,Mus musculus ,Sarnp ,147
34725,tr,A0A1Y7VJP1,Mus musculus ,Ryr2 ,1028
34726,tr,A0A0G2JE79,Mus musculus ,Sh2b3 ,250
34727,tr,A0A087WQL1,Mus musculus ,Usp40 ,42
34728,tr,H7BX06,Mus musculus ,Rnf10 ,803
34729,tr,D3YTL1,Mus musculus ,Dnal1 ,81
34730,tr,D3YV29,Mus musculus ,Gtsf1 ,186
34731,tr,E9Q572,Mus musculus ,Mbd6 ,1005
34732,tr,A0A3Q4EHL1,Mus musculus ,Tbc1d22b ,255
34733,tr,A0A0A0MQL8,Mus musculus ,Nudcd3 ,251
34734,tr,A0A1L1SU97,Mus musculus ,Kif15 ,711
34735,tr,A0A0N4SUU2,Mus musculus ,Rerg ,59
34736,tr,F7C9S1,Mus musculus ,Clcn1 ,262
34737,tr,D3YWI3,Mus musculus ,Arhgef18 ,107
34738,tr,E9QN60,Mus musculus ,Tnk2 ,27
34739,tr,A0A0A6YWF3,Mus musculus ,Elf2 ,65
34740,tr,A0A0J9YVD5,Mus musculus ,Lat2 ,115
34741,tr,E9PYW4,Mus musculus ,Rnf168 ,567
34742,tr,D3Z273,Mus musculus ,Tectb ,195
34743,tr,D3Z1R3,Mus musculus ,Pprc1 ,93
34744,tr,J3KML0,Mus musculus ,Dcdc2b ,287
34745,tr,F6Y6H7,Mus musculus ,Ythdf2 ,100
34746,tr,A0A0G2JGY6,Mus musculus ,Supt20 ,784
34747,tr,F6S692,Mus musculus ,Gm3646 ,53
34748,tr,A0A0N4SVJ3,Mus musculus ,Wbp1 ,195
34749,tr,J3QNW4,Mus musculus ,Trappc13 ,418
34750,tr,A0A1D5RLI2,Mus musculus ,Cmtm2a ,166
34751,tr,E9PWE3,Mus musculus ,Tcf3 ,645
34752,tr,A3KGL2,Mus musculus ,Dhdds ,294
34753,tr,A2AQZ7,Mus musculus ,Phyhd1 ,270
34754,tr,F7ACR9,Mus musculus ,Macf1 ,5333
34755,tr,A0A338P7G4,Mus musculus ,Tango2 ,189
34756,tr,A0A0A0MQB8,Mus musculus ,Meis1 ,349
34757,tr,A0A286YDX3,Mus musculus ,4930469K13Rik ,80
34758,tr,A0A0N4SUM2,Mus musculus ,Hnrnpa2b1 ,155
