,sptr,accession,organism,GN,length
23955,tr,A0A5G2QHM0,Sus scrofa ,,522
23956,tr,F1S7P0,Sus scrofa ,ANKRD24 ,1075
23957,tr,K7GR15,Sus scrofa ,KDM6A ,1268
23958,tr,A0A5G2QQA5,Sus scrofa ,,691
23959,tr,F1RHP0,Sus scrofa ,LOC100518442 ,315
23960,tr,A0A286ZYB9,Sus scrofa ,URB1 ,2255
23961,tr,A0A5G2QBI3,Sus scrofa ,,99
23962,tr,F1RK86,Sus scrofa ,GLYR1 ,508
23963,tr,F1SID1,Sus scrofa ,PML ,827
23964,tr,A0A5G2QCC0,Sus scrofa ,COQ6 ,481
23965,tr,F1SI09,Sus scrofa ,PPP1R7 ,360
23966,tr,F1RU73,Sus scrofa ,GRIA3 ,824
23967,tr,F1SEW6,Sus scrofa ,SYDE2 ,1190
23968,tr,A0A287ALU1,Sus scrofa ,UNC13A ,1581
23969,tr,F1RSW6,Sus scrofa ,POLR1D ,133
23970,tr,F1S9X7,Sus scrofa ,FAM32A ,112
23971,tr,F1RW75,Sus scrofa ,DSP ,2883
23972,tr,A0A5G2QB32,Sus scrofa ,CAPN2 ,700
23973,tr,F1RN28,Sus scrofa ,PSPC1 ,492
23974,tr,F1RQR4,Sus scrofa ,EHD1 ,564
23975,tr,A0A286ZZA4,Sus scrofa ,RBM39 ,497
23976,tr,F1RYR3,Sus scrofa ,ASCC3 ,2163
23977,tr,A0A5G2RBW3,Sus scrofa ,HSPA4 ,818
23978,tr,A0A5G2QSD1,Sus scrofa ,MUC2 ,3289
23979,tr,F1RQK1,Sus scrofa ,IMPG1 ,787
23980,tr,F1SAN3,Sus scrofa ,SLC1A6 ,564
23981,tr,A0A286ZMG3,Sus scrofa ,LOC100154925 ,322
23982,tr,A0A287A353,Sus scrofa ,DMWD ,640
23983,tr,A0A5G2QP89,Sus scrofa ,,125
23984,tr,F1RWF9,Sus scrofa ,HOXB13 ,285
23985,tr,A0A286ZMN5,Sus scrofa ,PPIP5K2 ,1277
23986,tr,A0A287BD41,Sus scrofa ,ZNF862 ,1151
23987,tr,I3L7Y9,Sus scrofa ,BIN2 ,512
23988,tr,A0A287ASF1,Sus scrofa ,ANO4 ,1106
23989,tr,I3LFS1,Sus scrofa ,USP39 ,536
23990,tr,A0A5G2R7H8,Sus scrofa ,FNTB ,426
23991,tr,A0A5G2QPR4,Sus scrofa ,ESD ,278
23992,tr,A0A5G2R8N5,Sus scrofa ,SPATA18 ,577
23993,tr,A0A287AC12,Sus scrofa ,MAGI2 ,1460
23994,tr,A0A5G2QPQ7,Sus scrofa ,AKAP17B ,955
23995,tr,A0A287B9B8,Sus scrofa ,ARRDC1 ,469
23996,tr,A0A287BQ80,Sus scrofa ,LOC100736743 ,312
23997,tr,F1SFI3,Sus scrofa ,RFC4 ,364
23998,tr,A0A286ZUP6,Sus scrofa ,PLEKHA8 ,441
23999,tr,A0A287ANJ4,Sus scrofa ,LOC100158165 ,310
24000,tr,A0A287B608,Sus scrofa ,ULK1 ,1176
24001,tr,A0A287AQW0,Sus scrofa ,MPRIP ,974
24002,tr,F1RSU5,Sus scrofa ,FLT1 ,1251
24003,tr,A0A287A2K0,Sus scrofa ,PTPN1 ,435
24004,tr,A0A287B7W2,Sus scrofa ,GMEB1 ,573
24005,tr,A0A287A9N3,Sus scrofa ,UBN2 ,1299
24006,tr,F1SL33,Sus scrofa ,ZPLD1 ,452
24007,tr,I3LH72,Sus scrofa ,ENTPD6 ,473
24008,tr,A0A287AWV4,Sus scrofa ,SUZ12 ,688
24009,tr,A0A5K1U6D8,Sus scrofa ,CCR2 ,365
24010,tr,F1SGP1,Sus scrofa ,DCDC1 ,1754
24011,tr,I3L5X5,Sus scrofa ,BICD1 ,826
24012,tr,A0A287A8V2,Sus scrofa ,ELOVL4 ,287
24013,tr,I3LSK6,Sus scrofa ,ALDH1A2 ,489
24014,tr,A0A286ZV39,Sus scrofa ,PPIP5K2 ,1282
24015,tr,I3L5E2,Sus scrofa ,SNX17 ,444
24016,tr,A0A5G2RAJ3,Sus scrofa ,AKT3 ,500
24017,tr,F1SI00,Sus scrofa ,LOC110258060 ,320
24018,tr,A0A287BJ29,Sus scrofa ,,118
24019,tr,F2Z5K2,Sus scrofa ,PSMA5 ,232
24020,tr,A0A287BCQ9,Sus scrofa ,PPFIA4 ,1186
24021,tr,F1S218,Sus scrofa ,PBX1 ,325
24022,tr,A0A5G2QRH5,Sus scrofa ,ELAVL4 ,385
24023,tr,A0A287ABZ4,Sus scrofa ,BROX ,411
24024,tr,A0A287AWC0,Sus scrofa ,,290
24025,tr,A0A287BJ65,Sus scrofa ,LCN2 ,314
24026,tr,K7GML6,Sus scrofa ,PLP1 ,291
24027,tr,A0A5G2QAA0,Sus scrofa ,ZNF512 ,531
24028,tr,A0A5S8K8F1,Sus scrofa ,GAPDH ,354
24029,tr,F1S528,Sus scrofa ,PDRG1 ,133
24030,tr,A0A5G2QLM0,Sus scrofa ,PMS1 ,889
24031,tr,I3LRH4,Sus scrofa ,RNF8 ,465
24032,tr,A0A5G2R983,Sus scrofa ,BLOC1S6 ,161
24033,tr,A0A287B486,Sus scrofa ,ITLN2 ,342
24034,tr,A0A5G2QF75,Sus scrofa ,L1CAM ,1252
24035,tr,I3LE26,Sus scrofa ,CLNK ,446
24036,tr,A0A5G2Q8G9,Sus scrofa ,MORC1 ,964
24037,tr,I3LDB6,Sus scrofa ,IL2RB ,783
24038,tr,A0A286ZU00,Sus scrofa ,DDX5 ,535
24039,tr,A0A286ZSL9,Sus scrofa ,ZNF674 ,523
24040,tr,F1RWC7,Sus scrofa ,KLHL2 ,593
24041,tr,A0A287ARY3,Sus scrofa ,NDUFS1 ,740
24042,tr,F1RGB9,Sus scrofa ,UBE3B ,1034
24043,tr,A0A5G2QNS7,Sus scrofa ,TMPRSS7 ,829
24044,tr,A0A5G2QSS5,Sus scrofa ,ARMC2 ,845
24045,tr,A0A5G2RNL2,Sus scrofa ,VPS45 ,94
24046,tr,F1RT21,Sus scrofa ,LOC102163847 ,106
24047,tr,A0A5G2QD87,Sus scrofa ,RPS6KA3 ,720
24048,tr,A0A286ZWD4,Sus scrofa ,LOC102166678 ,991
24049,tr,A0A287BQW1,Sus scrofa ,METAP1 ,367
24050,tr,A0A5G2R2Y6,Sus scrofa ,,708
24051,tr,A0A5G2QRQ3,Sus scrofa ,COMMD6 ,1103
24052,tr,F1SFR1,Sus scrofa ,MYG1 ,384
24053,tr,A0A287A496,Sus scrofa ,ALKBH5 ,394
24054,tr,A0A287AXN2,Sus scrofa ,GHR ,622
24055,tr,F1RKK2,Sus scrofa ,SLC12A2 ,1148
24056,tr,A0A286ZR57,Sus scrofa ,RCBTB2 ,527
24057,tr,F1SIZ6,Sus scrofa ,TEX264 ,284
24058,tr,F1SQT8,Sus scrofa ,ANKS1B ,1240
24059,tr,A0A5G2R6B5,Sus scrofa ,WWP1 ,906
24060,tr,F1RTW8,Sus scrofa ,ABI1 ,474
24061,tr,F1S2G2,Sus scrofa ,DUSP29 ,240
24062,tr,A0A5G2QSC4,Sus scrofa ,EED ,361
24063,tr,A0A5G2RD49,Sus scrofa ,PFKP ,782
24064,tr,A0A5G2R995,Sus scrofa ,SLC13A3 ,214
24065,tr,A0A287AR78,Sus scrofa ,BBX ,891
24066,tr,F1RSX8,Sus scrofa ,NEK11 ,644
24067,tr,A0A287A9Q2,Sus scrofa ,PPP1R9A ,1119
24068,tr,F1S7Z6,Sus scrofa ,USP1 ,780
24069,tr,A0A286ZMI3,Sus scrofa ,CLSTN1 ,954
24070,tr,A0A5G2R4I1,Sus scrofa ,PIP5K1C ,672
24071,tr,A0A287A2Z5,Sus scrofa ,EPB41L5 ,503
24072,tr,A0A287BC03,Sus scrofa ,CPEB3 ,758
24073,tr,F2Z4Z2,Sus scrofa ,GTF2A2 ,74
24074,tr,A0A5G2QS44,Sus scrofa ,KDM4C ,1018
24075,tr,A0A287AJY7,Sus scrofa ,MYOT ,636
24076,tr,I3LHT6,Sus scrofa ,FRMD1 ,582
24077,tr,A0A5G2QKB1,Sus scrofa ,,153
24078,tr,A0A5G2RB71,Sus scrofa ,MPZ ,232
24079,tr,A0A287APA3,Sus scrofa ,LOC100157664 ,375
24080,tr,F1RVL4,Sus scrofa ,CSMD1 ,3258
24081,tr,F1SV65,Sus scrofa ,CLSPN ,1237
24082,tr,F1RUD8,Sus scrofa ,GMNN ,215
24083,tr,A0A5G2QPY6,Sus scrofa ,MED25 ,480
24084,tr,A0A5G2QDV6,Sus scrofa ,AURKB ,443
24085,tr,A0A5G2RBU8,Sus scrofa ,UBR1 ,1734
24086,tr,F1SR99,Sus scrofa ,CACNA1I ,2118
24087,tr,F1SDI6,Sus scrofa ,INPP5A ,472
24088,tr,A0A5G2R607,Sus scrofa ,RET ,471
24089,tr,F1SI48,Sus scrofa ,EPB42 ,688
24090,tr,A0A287B270,Sus scrofa ,PARN ,580
24091,tr,F1S589,Sus scrofa ,YIPF2 ,311
24092,tr,A0A5G2QU94,Sus scrofa ,TBXAS1 ,461
24093,tr,F1S4Y1,Sus scrofa ,GGT7 ,662
24094,tr,A0A287A2G2,Sus scrofa ,NACC1 ,588
24095,tr,A0A286ZV08,Sus scrofa ,TGFB2 ,443
24096,tr,A0A5G2RNL0,Sus scrofa ,ADAMTS13 ,1505
24097,tr,A0A5G2QXH5,Sus scrofa ,TDP1 ,562
24098,tr,A0A287BGU7,Sus scrofa ,RUBCN ,954
24099,tr,A0A5G2RAX0,Sus scrofa ,,1009
24100,tr,A0A287BQX7,Sus scrofa ,ACAP2 ,808
24101,tr,A0A287A113,Sus scrofa ,SPTB ,2340
24102,tr,I3L9W8,Sus scrofa ,ELAC2 ,816
24103,tr,A0A5G2R4N4,Sus scrofa ,RPAP2 ,616
24104,tr,I3LT49,Sus scrofa ,TOPAZ1 ,1572
24105,tr,A0A5G2RAA9,Sus scrofa ,WASHC1 ,514
24106,tr,A0A5G2QDU6,Sus scrofa ,PYGO1 ,419
24107,tr,I3L9S9,Sus scrofa ,LTN1 ,1731
24108,tr,A0A5S6I5L2,Sus scrofa ,ARL6IP5 ,202
24109,tr,A0A5G2QIF2,Sus scrofa ,ABI3BP ,1649
24110,tr,A0A5G2R195,Sus scrofa ,LOXHD1 ,2216
24111,tr,F1RUN1,Sus scrofa ,USP6NL ,806
24112,tr,A0A5K1VKX9,Sus scrofa ,VWA5A ,814
24113,tr,F1S073,Sus scrofa ,ANXA2 ,307
24114,tr,I3LQ21,Sus scrofa ,SLC35D2 ,248
24115,tr,A0A5G2RCD3,Sus scrofa ,OS9 ,611
24116,tr,A0A287BLL3,Sus scrofa ,LOC110262328 ,319
24117,tr,K7GMS9,Sus scrofa ,PFKFB1 ,428
24118,tr,A0A5G2R6G1,Sus scrofa ,,231
24119,tr,A0A287BR05,Sus scrofa ,ZBED4 ,1005
24120,tr,I3L644,Sus scrofa ,LNP1 ,188
24121,tr,A0A287AB01,Sus scrofa ,TFG ,401
24122,tr,F1SJ80,Sus scrofa ,LOC110259550 ,316
24123,tr,A0A5G2RGH4,Sus scrofa ,SCD ,425
24124,tr,A0A287B847,Sus scrofa ,WRN ,1364
24125,tr,A0A5G2QLI5,Sus scrofa ,UEVLD ,379
24126,tr,A0A287BDG0,Sus scrofa ,MYZAP ,437
24127,tr,A0A5G2R9J9,Sus scrofa ,NOL6 ,1098
24128,tr,I3LNV5,Sus scrofa ,LOC100624894 ,1767
24129,tr,F1S7V9,Sus scrofa ,MTHFD1L ,932
24130,tr,A0A5G2R9Y6,Sus scrofa ,ELAVL4 ,367
24131,tr,A0A5G2QXI1,Sus scrofa ,ADAR ,1169
24132,tr,A0A5G2QNT1,Sus scrofa ,VBP1 ,160
24133,tr,A0A5G2QSU4,Sus scrofa ,C7 ,839
24134,tr,F1RYP5,Sus scrofa ,CWC22 ,903
24135,tr,I3LFQ5,Sus scrofa ,PFKL ,730
24136,tr,F1SF83,Sus scrofa ,COL28A1 ,1130
24137,tr,F1RGC4,Sus scrofa ,LOC100519082 ,123
24138,tr,A0A5G2R0B2,Sus scrofa ,YAF2 ,204
24139,tr,F1SA06,Sus scrofa ,CINP ,211
24140,tr,A0A5G2QEC7,Sus scrofa ,NUDT3 ,183
24141,tr,I3LJD6,Sus scrofa ,PPP4R1 ,872
24142,tr,A0A287A844,Sus scrofa ,ACSL5 ,624
24143,tr,F1SML9,Sus scrofa ,RIC1 ,1384
24144,tr,I3LKW4,Sus scrofa ,PSAP ,111
24145,tr,A0A286ZPL6,Sus scrofa ,D2HGDH ,386
24146,tr,A0A5G2QN18,Sus scrofa ,SUGT1 ,333
24147,tr,F1SSQ2,Sus scrofa ,BARD1 ,736
24148,tr,A0A287BB75,Sus scrofa ,ABCG1 ,679
24149,tr,A0A287BC18,Sus scrofa ,RBFOX2 ,484
24150,tr,A0A287AZ59,Sus scrofa ,LOC100514786 ,3220
24151,tr,F1SAK2,Sus scrofa ,ASXL3 ,2250
24152,tr,F1RRE7,Sus scrofa ,ELMOD2 ,308
24153,tr,A0A286ZNH7,Sus scrofa ,RPAP1 ,1342
24154,tr,F1RRR0,Sus scrofa ,RPRML ,120
24155,tr,K7GSY2,Sus scrofa ,FGD4 ,869
24156,tr,A0A287BSI9,Sus scrofa ,TOPBP1 ,1583
24157,tr,A0A286ZKQ4,Sus scrofa ,ZNF483 ,705
24158,tr,F1RVX8,Sus scrofa ,STPG3 ,310
24159,tr,A0A287AKY3,Sus scrofa ,SIRPA ,291
24160,tr,F1RUA0,Sus scrofa ,NKRF ,784
24161,tr,A0A5G2R520,Sus scrofa ,HOXD8 ,186
24162,tr,A0A287B9H1,Sus scrofa ,PLEC ,5422
24163,tr,F1SLR6,Sus scrofa ,NOP2 ,822
24164,tr,A0A287AKS6,Sus scrofa ,SCG3 ,549
24165,tr,F1RPR8,Sus scrofa ,ITGB6 ,713
24166,tr,A0A286ZVM3,Sus scrofa ,MYL1 ,207
24167,tr,F2Z5I7,Sus scrofa ,AP1M1 ,435
24168,tr,A0A5G2QQC3,Sus scrofa ,ZC3H4 ,1065
24169,tr,K7GPS1,Sus scrofa ,MPL ,630
24170,tr,A0A286ZY21,Sus scrofa ,MATR3 ,835
24171,tr,F1SIY2,Sus scrofa ,PELI1 ,394
24172,tr,A0A5G2QGL2,Sus scrofa ,,102
24173,tr,A0A5G2QVM7,Sus scrofa ,TTK ,947
24174,tr,F1S067,Sus scrofa ,RAPGEF4 ,995
24175,tr,A0A5G2R8D0,Sus scrofa ,MINK1 ,1216
24176,tr,A0A5G2RKT3,Sus scrofa ,SLC25A15 ,301
24177,tr,I3LJU0,Sus scrofa ,PHC3 ,995
24178,tr,F1SMP3,Sus scrofa ,PTPRD ,1914
24179,tr,A0A287ACN0,Sus scrofa ,KIAA1671 ,492
24180,tr,F1RNT2,Sus scrofa ,LRRC43 ,628
24181,tr,A0A287BER4,Sus scrofa ,DCDC2C ,738
24182,tr,F1SRT7,Sus scrofa ,KEL ,731
24183,tr,F1SGS5,Sus scrofa ,LMO2 ,223
24184,tr,F1SMU1,Sus scrofa ,PMAIP1 ,121
24185,tr,A0A5G2RE32,Sus scrofa ,NRP1 ,924
24186,tr,F1RHM9,Sus scrofa ,TRMT2A ,621
24187,tr,F1S313,Sus scrofa ,MED8 ,268
24188,tr,A0A287BJL8,Sus scrofa ,PLOD2 ,739
24189,tr,A0A287ACD3,Sus scrofa ,LOC100518860 ,1293
24190,tr,A0A5G2QV58,Sus scrofa ,,219
24191,tr,A0A287A1U2,Sus scrofa ,GRK3 ,646
24192,tr,A0A286ZK27,Sus scrofa ,ZNF75A ,538
24193,tr,A0A286ZUS9,Sus scrofa ,INAVA ,629
24194,tr,A0A287A9N5,Sus scrofa ,RAB11FIP4 ,537
24195,tr,A0A287B7L0,Sus scrofa ,SMC4 ,1241
24196,tr,A0A5G2Q7X6,Sus scrofa ,,206
24197,tr,A0A5G2Q8C0,Sus scrofa ,,1272
24198,tr,A0A287AAQ1,Sus scrofa ,MVB12B ,320
24199,tr,A0A5G2QHV6,Sus scrofa ,SMG7 ,1151
24200,tr,A0A5G2QDI0,Sus scrofa ,TMC8 ,309
24201,tr,A0A5S6G9F8,Sus scrofa ,SPCS1 ,214
24202,tr,F1S0P4,Sus scrofa ,DNAJC7 ,461
24203,tr,F2Z521,Sus scrofa ,PAFAH1B1 ,353
24204,tr,A0A5G2QTR7,Sus scrofa ,,696
24205,tr,A0A5G2QZA8,Sus scrofa ,,196
24206,tr,F1SC95,Sus scrofa ,WFDC10A ,78
24207,tr,F1SM86,Sus scrofa ,EPB41L3 ,1066
24208,tr,F1RYG3,Sus scrofa ,LOC110257686 ,523
24209,tr,A0A5K1VF57,Sus scrofa ,SIM1 ,782
24210,tr,F1SEI0,Sus scrofa ,FERD3L ,164
24211,tr,A0A5G2QKW0,Sus scrofa ,NPHP4 ,1346
24212,tr,A0A5G2R9L5,Sus scrofa ,EBPL ,237
24213,tr,K7GQ44,Sus scrofa ,SEPTIN6 ,420
24214,tr,A0A5G2QQQ6,Sus scrofa ,MLX ,274
24215,tr,F1RM86,Sus scrofa ,ADAMDEC1 ,454
24216,tr,A0A5G2R6B8,Sus scrofa ,NDRG3 ,357
24217,tr,F1S474,Sus scrofa ,CMIP ,593
24218,tr,A0A5G2QMI6,Sus scrofa ,SEPTIN9 ,554
24219,tr,A0A287AU85,Sus scrofa ,MCM4 ,882
24220,tr,F1RUA3,Sus scrofa ,UPF3B ,483
24221,tr,F1STN0,Sus scrofa ,SMPDL3B ,395
24222,tr,A0A287BTK2,Sus scrofa ,ATP2B1 ,1163
24223,tr,K7GMY6,Sus scrofa ,PPP3CB ,527
24224,tr,F1RQQ5,Sus scrofa ,RCAN2 ,197
24225,tr,A0A5G2R304,Sus scrofa ,URI1 ,478
24226,tr,A0A287A0V1,Sus scrofa ,FUT10 ,543
24227,tr,F1SK98,Sus scrofa ,NRIP2 ,247
24228,tr,A0A5G2R6Q8,Sus scrofa ,ZNF524 ,385
24229,tr,A0A287A9B9,Sus scrofa ,FAM149B1 ,516
24230,tr,F1RZ97,Sus scrofa ,KCNG2 ,478
24231,tr,A0A5G2QAF9,Sus scrofa ,SSBP3 ,368
24232,tr,A0A5G2R0F1,Sus scrofa ,,171
24233,tr,A0A5G2R912,Sus scrofa ,SPART ,664
24234,tr,F1SDI7,Sus scrofa ,LRRC27 ,526
24235,tr,A0A5G2R1Z8,Sus scrofa ,ZCCHC17 ,179
24236,tr,A0A287AQA2,Sus scrofa ,USP36 ,548
24237,tr,A0A287B4B6,Sus scrofa ,ABR ,641
24238,tr,A0A287BIJ1,Sus scrofa ,ZNRF3 ,814
24239,tr,A0A5G2QS54,Sus scrofa ,NCBP1 ,1117
24240,tr,A0A287B4X9,Sus scrofa ,NPR2 ,1094
24241,tr,I3LBC3,Sus scrofa ,FHOD3 ,1614
24242,tr,I3LR86,Sus scrofa ,MCM5 ,724
24243,tr,A0A287BJF1,Sus scrofa ,MYL1 ,191
24244,tr,F1RW19,Sus scrofa ,DGKK ,1266
24245,tr,A0A5G2R933,Sus scrofa ,CCDC136 ,515
24246,tr,A0A286ZSW8,Sus scrofa ,FUT10 ,501
24247,tr,A0A5G2QSX2,Sus scrofa ,ADAP1 ,302
24248,tr,A0A5G2RA01,Sus scrofa ,LY49 ,260
24249,tr,I3LNH4,Sus scrofa ,CAMK1D ,355
24250,tr,A0A287AFB3,Sus scrofa ,GRAMD1B ,695
24251,tr,F1RYV2,Sus scrofa ,RCHY1 ,246
24252,tr,F1SPG9,Sus scrofa ,ESYT1 ,1054
24253,tr,A0A5G2Q9N2,Sus scrofa ,,157
24254,tr,A0A5G2R4V2,Sus scrofa ,GAP43 ,222
24255,tr,I3L776,Sus scrofa ,SIDT1 ,828
24256,tr,A0A5G2QC66,Sus scrofa ,STK39 ,526
24257,tr,A0A286ZQI9,Sus scrofa ,CASZ1 ,1758
24258,tr,A0A5G2QSN6,Sus scrofa ,OCRL ,903
24259,tr,A0A5G2QKV0,Sus scrofa ,KLHL20 ,216
24260,tr,A0A286ZZF0,Sus scrofa ,HYOU1 ,1055
24261,tr,A0A287ACD4,Sus scrofa ,MARK2 ,717
24262,tr,F1SGM8,Sus scrofa ,METTL15 ,270
24263,tr,A0A5G2QAI4,Sus scrofa ,TCTN1 ,730
24264,tr,A0A5G2QBX7,Sus scrofa ,GORASP1 ,437
24265,tr,A0A5G2Q987,Sus scrofa ,BCAS3 ,820
24266,tr,A0A286ZV48,Sus scrofa ,OGDH ,979
24267,tr,F1SKD5,Sus scrofa ,USP15 ,924
24268,tr,A0A287BI40,Sus scrofa ,DMTF1 ,692
24269,tr,A0A5G2R9F4,Sus scrofa ,CALN1 ,667
24270,tr,A0A286ZQV9,Sus scrofa ,BABAM1 ,332
24271,tr,A0A287B2K8,Sus scrofa ,KANK2 ,860
24272,tr,F1RSZ7,Sus scrofa ,IRF2 ,347
24273,tr,A0A5G2RDI4,Sus scrofa ,RASA4B ,803
24274,tr,F1RJV0,Sus scrofa ,,223
24275,tr,A0A5G2QKN1,Sus scrofa ,NCKAP1 ,1054
24276,tr,F1SJ25,Sus scrofa ,RASSF1 ,270
24277,tr,A0A287AE81,Sus scrofa ,NSMAF ,923
24278,tr,F1RXS3,Sus scrofa ,LOC100520991 ,122
24279,tr,A0A286ZLU0,Sus scrofa ,SRCIN1 ,1267
24280,tr,A0A287A834,Sus scrofa ,SEMA3B ,747
24281,tr,A0A5G2QQ68,Sus scrofa ,RILP ,362
24282,tr,I3LVL8,Sus scrofa ,LOC100623897 ,341
24283,tr,F1S146,Sus scrofa ,ANK2 ,1870
24284,tr,F1SNV1,Sus scrofa ,CCDC12 ,216
24285,tr,F1SG36,Sus scrofa ,NFYB ,205
24286,tr,F1RHD0,Sus scrofa ,CDKL3 ,617
24287,tr,F1SRB7,Sus scrofa ,,125
24288,tr,F1RFM7,Sus scrofa ,AIMP2 ,319
24289,tr,F1S335,Sus scrofa ,CFAP69 ,886
24290,tr,F1RNK4,Sus scrofa ,LOC100523609 ,627
24291,tr,F1SM26,Sus scrofa ,MROH2A ,1663
24292,tr,A0A286ZUZ7,Sus scrofa ,PIAS2 ,563
24293,tr,A0A5G2QK36,Sus scrofa ,NDFIP2 ,242
24294,tr,A0A287BIY1,Sus scrofa ,MAN2A1 ,1072
24295,tr,A0A5G2QVE8,Sus scrofa ,NDUFA8 ,232
24296,tr,A0A5G2R3P0,Sus scrofa ,P3H2 ,527
24297,tr,A0A287AGW3,Sus scrofa ,MAP3K3 ,657
24298,tr,A0A5G2QMM4,Sus scrofa ,,131
24299,tr,A0A287BJ72,Sus scrofa ,ST3GAL5 ,406
24300,tr,A0A287BJ23,Sus scrofa ,ZNF644 ,1368
24301,tr,A0A286ZP43,Sus scrofa ,PPP1R13B ,1106
24302,tr,A0A287B882,Sus scrofa ,UNC50 ,290
24303,tr,K7GLC2,Sus scrofa ,TAX1BP1 ,814
24304,tr,A0A287BAX6,Sus scrofa ,FAM91A1 ,868
24305,tr,A0A287AT04,Sus scrofa ,DCAF8 ,596
24306,tr,A0A286ZMB7,Sus scrofa ,PKP4 ,1157
24307,tr,F1S6Y0,Sus scrofa ,CCDC28A ,178
24308,tr,F1RI99,Sus scrofa ,WHAMM ,809
24309,tr,A0A5G2QD88,Sus scrofa ,,296
24310,tr,I3LUT1,Sus scrofa ,DNAJC21 ,531
24311,tr,A0A5G2QJ68,Sus scrofa ,MPND ,440
24312,tr,F1SJG4,Sus scrofa ,DMRT2 ,566
24313,tr,A0A5G2QNN5,Sus scrofa ,PAX3 ,215
24314,tr,A0A5G2QK57,Sus scrofa ,JPT2 ,188
24315,tr,F1SJQ8,Sus scrofa ,MYRIP ,852
24316,tr,A0A286ZYJ3,Sus scrofa ,KHDRBS2 ,349
24317,tr,F1ST51,Sus scrofa ,CCDC180 ,1646
24318,tr,A0A287AR66,Sus scrofa ,FAM110C ,325
24319,tr,A0A286ZQD2,Sus scrofa ,HOMER1 ,365
24320,tr,F1RNK7,Sus scrofa ,LOC100524499 ,612
24321,tr,A0A5G2QB94,Sus scrofa ,,802
24322,tr,F1S6G7,Sus scrofa ,FLI1 ,451
24323,tr,F1S6C5,Sus scrofa ,GLB1L2 ,608
24324,tr,A0A5G2R5S0,Sus scrofa ,GMPR ,430
24325,tr,F1S5M5,Sus scrofa ,TTC7A ,882
24326,tr,I3LLJ0,Sus scrofa ,ALKBH1 ,425
24327,tr,I3LR88,Sus scrofa ,LMO7 ,1257
24328,tr,A0A287AUJ1,Sus scrofa ,BRAF ,705
24329,tr,F1RFV5,Sus scrofa ,PSMB6 ,241
24330,tr,A0A5G2QUR5,Sus scrofa ,PLG ,737
24331,tr,A0A287A226,Sus scrofa ,ATP10B ,1464
24332,tr,F1RIF6,Sus scrofa ,CENPS ,139
24333,tr,F1SI55,Sus scrofa ,BZW1 ,448
24334,tr,A0A286ZXL2,Sus scrofa ,PITPNM1 ,1243
24335,tr,A0A5G2QT89,Sus scrofa ,GTF3C1 ,2012
24336,tr,A0A287BJI8,Sus scrofa ,TRIM28 ,754
24337,tr,F1SKK3,Sus scrofa ,NCKIPSD ,715
24338,tr,A0A5G2QZI4,Sus scrofa ,,219
24339,tr,F1RT54,Sus scrofa ,PLAG1 ,499
24340,tr,F1RHN3,Sus scrofa ,COMT ,221
24341,tr,F1SKN5,Sus scrofa ,EIF3L ,534
24342,tr,F1RSW3,Sus scrofa ,GSX1 ,267
24343,tr,A0A287AC35,Sus scrofa ,AFF2 ,1456
24344,tr,F1S1U9,Sus scrofa ,UBR3 ,1709
24345,tr,F1RJE4,Sus scrofa ,ATAD3A ,507
24346,tr,A0A5G2RGX8,Sus scrofa ,RELL2 ,235
24347,tr,A0A287BFT5,Sus scrofa ,TOM1 ,470
24348,tr,A0A5G2QV73,Sus scrofa ,GNL1 ,583
24349,tr,F1RGL0,Sus scrofa ,HAX1 ,284
24350,tr,A0A5G2QVP3,Sus scrofa ,,180
24351,tr,A0A5G2QZL8,Sus scrofa ,PRKCZ ,582
24352,tr,F1S2G5,Sus scrofa ,ADK ,319
24353,tr,F1SQP0,Sus scrofa ,PHKA2 ,1217
24354,tr,A0A287AEV3,Sus scrofa ,SOX6 ,859
24355,tr,A0A5G2R740,Sus scrofa ,PPP5C ,485
24356,tr,A0A286ZR35,Sus scrofa ,PLEKHA5 ,1283
24357,tr,A0A286ZP69,Sus scrofa ,RAB7A ,252
24358,tr,A0A287AYH6,Sus scrofa ,SUPT6H ,1603
24359,tr,A0A5G2R7D9,Sus scrofa ,CDH23 ,1079
24360,tr,A0A5K1UCA5,Sus scrofa ,PTK2B ,992
24361,tr,F1SME8,Sus scrofa ,MEGF9 ,599
24362,tr,A0A287B4E0,Sus scrofa ,TCF12 ,79
24363,tr,A0A5G2QR03,Sus scrofa ,SH3PXD2B ,958
24364,tr,A0A5G2Q9G7,Sus scrofa ,HSPA4 ,155
24365,tr,F1RHZ6,Sus scrofa ,PTH2 ,98
24366,tr,A0A287B868,Sus scrofa ,DNMT3B ,848
24367,tr,A0A5G2QAN0,Sus scrofa ,,1272
24368,tr,F1RI49,Sus scrofa ,AP5Z1 ,807
24369,tr,A0A5G2R3V1,Sus scrofa ,BHMT ,398
24370,tr,A0A287AY79,Sus scrofa ,TASOR2 ,2618
24371,tr,I3LN61,Sus scrofa ,STK38L ,492
24372,tr,A0A5G2R5H8,Sus scrofa ,,313
24373,tr,A0A5G2R4E4,Sus scrofa ,PLTP ,444
24374,tr,A0A287BJX1,Sus scrofa ,NAV1 ,1875
24375,tr,I3LQP8,Sus scrofa ,FGD3 ,714
24376,tr,A0A5G2QYN8,Sus scrofa ,,129
24377,tr,F1RG52,Sus scrofa ,RPUSD1 ,319
